gid,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,n_counterparties,first_date,last_date,active_days,pass_through,truncated_by_depth,real_sink,no_edges,pagerank,betweenness,component,component_size,in_cycle,same_day_bursts,avg_in_tx,avg_out_tx,seed_money_in,seed_share,cluster_id,n_seed_upstream,fast_out_share,sync_in_events,max_payer_share,no_data,nearest_role,role_rule
100000001554432100,1,false,1,0,53920.0,0.0,1,0,1,2026-07-24,2026-07-24,1,0.0,false,true,false,0.00029637,0.0,0,1877,false,0,53920.0,0.0,53920.0,1.0,2,4,0.0,0,1.0,false,terminal,peripheral
100000003321423100,2,false,1,0,100000.0,0.0,2,0,1,2026-07-15,2026-07-30,2,0.0,false,true,false,0.0006711,0.0,0,1877,false,0,50000.0,0.0,19223.85,0.1922,33,4,0.0,0,1.0,false,terminal,peripheral
100000003037660100,1,false,1,0,53000.0,0.0,1,0,1,2026-07-23,2026-07-23,1,0.0,false,true,false,0.00029618,0.0,0,1877,false,0,53000.0,0.0,53000.0,1.0,2,4,0.0,0,1.0,false,terminal,peripheral
100000002193259100,2,false,2,3,48000.0,58000.0,2,3,3,2026-07-08,2026-07-17,4,1.2083,false,false,false,0.00089084,6.44e-05,0,1877,true,0,24000.0,19333.33,1365.34,0.0235,11,4,0.6897,0,0.8333,false,transit,peripheral
100000004390333100,1,false,2,9,64558.0,506500.0,2,14,10,2026-07-02,2026-07-31,9,7.8457,false,false,false,0.00029521,0.00015842,0,1877,true,3,32279.0,36178.57,45766.92,0.0904,0,2,0.2172,0,0.7087,false,coordinator,peripheral
100000007898453100,2,false,1,2,24750.0,320000.0,1,2,2,2026-07-02,2026-07-10,3,12.9293,false,false,false,0.00033302,2.398e-05,0,1877,true,0,24750.0,160000.0,19660.78,0.0614,2,4,0.9375,0,1.0,false,transit,peripheral
100000008624978100,2,false,1,0,109000.0,0.0,1,0,1,2026-07-05,2026-07-05,1,0.0,false,true,false,0.00033803,0.0,0,1877,false,0,109000.0,0.0,13870.12,0.1272,17,4,0.0,0,1.0,false,terminal,peripheral
100000001073568100,3,false,1,2,707465.0,219503.0,4,3,3,2026-07-13,2026-07-18,3,0.3103,false,false,false,0.00048554,1.922e-05,0,1877,false,2,176866.25,73167.67,782.22,0.0011,14,1,1.0,0,1.0,false,transit,peripheral
100000002826669100,2,false,1,0,159900.0,0.0,4,0,1,2026-07-11,2026-07-16,4,0.0,false,true,false,0.00047624,0.0,0,1877,false,0,39975.0,0.0,19490.99,0.1219,0,3,0.0,0,1.0,false,terminal,peripheral
100000000561160100,4,false,1,0,240000.0,0.0,1,0,1,2026-07-30,2026-07-30,1,0.0,true,false,false,0.00043625,0.0,0,1877,false,0,240000.0,0.0,474.55,0.002,2,2,0.0,0,1.0,true,,no_data_truncated
100000002824176100,1,false,1,0,144000.0,0.0,1,0,1,2026-07-13,2026-07-13,1,0.0,false,true,false,0.0003386,0.0,0,1877,false,0,144000.0,0.0,144000.0,1.0,6,2,0.0,0,1.0,false,terminal,peripheral
100000001252290100,3,false,1,1,141005.0,5000.0,1,1,2,2026-07-04,2026-07-22,2,0.0355,false,false,false,0.00029014,1.922e-05,0,1877,false,0,141005.0,5000.0,168.55,0.0012,4,3,0.0,0,1.0,false,terminal,peripheral
100000008332511100,3,false,1,0,100000.0,0.0,1,0,1,2026-07-01,2026-07-01,1,0.0,false,true,false,0.00111278,0.0,0,1877,false,0,100000.0,0.0,14466.86,0.1447,6,4,0.0,0,1.0,false,terminal,peripheral
100000000375150100,4,false,1,0,300000.0,0.0,1,0,1,2026-07-07,2026-07-07,1,0.0,true,false,false,0.00074638,0.0,0,1877,false,0,300000.0,0.0,20532.39,0.0684,13,1,0.0,0,1.0,true,,no_data_truncated
100000004722765100,3,false,1,3,230000.0,2284500.0,1,9,4,2026-07-08,2026-07-23,6,9.9326,false,false,false,0.00058159,5.826e-05,0,1877,false,2,230000.0,253833.33,7913.86,0.0035,46,1,0.0766,0,1.0,false,terminal,peripheral
100000001194266100,1,false,1,0,50000.0,0.0,1,0,1,2026-07-24,2026-07-24,1,0.0,false,true,false,0.00029558,0.0,0,1877,false,0,50000.0,0.0,50000.0,1.0,2,4,0.0,0,1.0,false,terminal,peripheral
100000003476560100,1,false,1,0,50000.0,0.0,1,0,1,2026-07-15,2026-07-15,1,0.0,false,true,false,0.00029558,0.0,0,1877,false,0,50000.0,0.0,50000.0,1.0,2,4,0.0,0,1.0,false,terminal,peripheral
100000008221765100,4,false,1,0,156354.0,0.0,1,0,1,2026-07-01,2026-07-01,1,0.0,true,false,false,0.00054044,0.0,0,1877,false,0,156354.0,0.0,186.9,0.0012,4,3,0.0,0,1.0,true,,no_data_truncated
100000004603109100,3,false,3,2,2730000.0,400000.0,8,2,4,2026-07-02,2026-07-12,6,0.1465,false,false,false,0.00317837,6.9e-07,0,1877,true,1,341250.0,200000.0,40799.86,0.0149,23,2,1.0,0,0.9451,false,terminal,terminal
100000008174521100,2,false,1,0,82110.0,0.0,1,0,1,2026-07-25,2026-07-25,1,0.0,false,true,false,0.00044053,0.0,0,1877,false,0,82110.0,0.0,48770.81,0.594,5,3,0.0,0,1.0,false,terminal,peripheral
100000003089018100,2,false,1,0,230000.0,0.0,1,0,1,2026-07-02,2026-07-02,1,0.0,false,true,false,0.00030721,0.0,0,1877,false,0,230000.0,0.0,26235.73,0.1141,7,1,0.0,0,1.0,false,terminal,terminal
100000000703894100,1,false,1,1,120000.0,35000.0,1,1,2,2026-07-05,2026-07-18,2,0.2917,false,false,false,0.00047737,5.9e-07,3,13,false,0,120000.0,35000.0,120000.0,1.0,29,1,0.0,0,1.0,false,terminal,peripheral
100000008728457100,1,false,1,0,45000.0,0.0,1,0,1,2026-07-20,2026-07-20,1,0.0,false,true,false,0.00029239,0.0,0,1877,false,0,45000.0,0.0,45000.0,1.0,9,5,0.0,0,1.0,false,terminal,peripheral
100000008465789100,3,false,1,16,30099.0,1858100.0,1,17,17,2026-07-12,2026-07-19,7,61.7329,false,false,false,0.00028989,0.0008451,0,1877,true,0,30099.0,109300.0,15.71,0.0,10,3,0.478,0,1.0,false,distributor,distributor
100000005133757100,1,false,2,0,65000.0,0.0,2,0,2,2026-07-17,2026-07-20,2,0.0,false,true,false,0.00029941,0.0,0,1877,false,0,32500.0,0.0,25066.85,0.3856,3,4,0.0,0,0.6154,false,terminal,peripheral
100000008595687100,3,false,1,1,64395.0,10400.0,1,1,2,2026-07-11,2026-07-12,2,0.1615,false,false,false,0.00030486,0.00030108,0,1877,true,0,64395.0,10400.0,671.78,0.0104,5,2,1.0,0,1.0,false,terminal,peripheral
100000001660397100,1,false,2,3,48600.0,49000.0,2,4,4,2026-07-07,2026-07-15,4,1.0082,false,false,false,0.00029515,0.0005033,0,1877,true,0,24300.0,12250.0,19494.89,0.3979,0,1,0.7551,0,0.6029,false,transit,peripheral
100000004659919100,3,false,1,1,110000.0,39000.0,2,1,2,2026-07-07,2026-07-21,3,0.3545,false,false,false,0.00072495,2.417e-05,0,1877,false,0,55000.0,39000.0,4782.61,0.0435,50,2,0.0,0,1.0,false,transit,peripheral
100000008223661100,3,false,2,5,202000.0,262580.0,2,5,7,2026-07-09,2026-07-20,5,1.2999,false,false,false,0.00031467,0.00032542,0,1877,false,0,101000.0,52516.0,314.55,0.0012,10,2,0.1875,0,0.505,false,transit,peripheral
100000006756956100,4,false,1,0,121200.0,0.0,9,0,1,2026-07-04,2026-07-19,5,0.0,true,false,false,0.00031095,0.0,0,1877,false,3,13466.67,0.0,229.46,0.0019,0,3,0.0,0,1.0,true,,no_data_truncated
100000007311010100,1,false,2,1,64480.0,20000.0,2,1,3,2026-07-03,2026-07-22,3,0.3102,false,false,false,0.00030936,2.398e-05,0,1877,false,0,32240.0,20000.0,41944.92,0.6505,2,4,0.0,0,0.5893,false,transit,peripheral
100000002531406100,3,false,1,1,520000.0,500000.0,1,1,2,2026-07-08,2026-07-09,2,0.9615,false,false,false,0.00032261,7.9e-07,0,1877,false,0,520000.0,500000.0,1121.48,0.0022,3,1,0.0,0,1.0,false,transit,peripheral
100000002890167100,1,false,1,0,118150.0,0.0,1,0,1,2026-07-10,2026-07-10,1,0.0,false,true,false,0.00029827,0.0,0,1877,false,0,118150.0,0.0,118150.0,1.0,5,2,0.0,0,1.0,false,terminal,peripheral
100000008531186100,2,false,1,0,125000.0,0.0,1,0,1,2026-07-22,2026-07-22,1,0.0,false,true,false,0.00036196,0.0,0,1877,false,0,125000.0,0.0,18622.18,0.149,2,3,0.0,0,1.0,false,terminal,peripheral
100000003178549100,3,false,2,4,250000.0,89080.0,2,4,6,2026-07-02,2026-07-16,5,0.3563,false,false,false,0.00035216,0.00027212,0,1877,true,0,125000.0,22270.0,1868.58,0.0075,16,1,0.0,0,0.84,false,terminal,peripheral
100000008628231100,1,false,1,2,50000.0,627870.0,1,19,3,2026-07-23,2026-07-30,7,12.5574,false,false,false,0.00029558,4.756e-05,0,1877,false,3,50000.0,33045.79,50000.0,0.0796,66,4,0.035,0,1.0,false,transit,peripheral
100000004398811100,2,false,1,3,426000.0,1040672.0,1,4,4,2026-07-13,2026-07-31,4,2.4429,false,false,false,0.00034969,1.49e-06,0,1877,false,0,426000.0,260168.0,9225.3,0.0089,2,1,0.3949,0,1.0,false,terminal,peripheral
100000000076451100,2,false,3,4,87707.0,58000.0,4,4,5,2026-07-08,2026-07-30,6,0.6613,false,false,false,0.0013962,9.769e-05,0,1877,true,0,21926.75,14500.0,1969.99,0.0225,15,3,0.2586,0,0.4869,false,coordinator,peripheral
100000002847207100,1,false,1,0,46243.0,0.0,1,0,1,2026-07-17,2026-07-17,1,0.0,false,true,false,0.00029483,0.0,0,1877,false,0,46243.0,0.0,46243.0,1.0,2,4,0.0,0,1.0,false,terminal,peripheral
100000000806727100,2,false,1,1,45000.0,5000.0,1,1,2,2026-07-08,2026-07-29,2,0.1111,false,false,false,0.00034586,0.0,0,1877,false,0,45000.0,5000.0,25898.74,0.5755,2,8,0.0,0,1.0,false,terminal,peripheral
100000001851289100,1,false,1,0,109510.0,0.0,3,0,1,2026-07-18,2026-07-18,1,0.0,false,true,false,0.00029734,0.0,0,1877,false,1,36503.33,0.0,109510.0,1.0,5,2,0.0,0,1.0,false,terminal,peripheral
100000001141268100,3,false,2,1,480000.0,10000.0,2,1,3,2026-07-28,2026-07-29,2,0.0208,false,false,false,0.00036486,2.239e-05,0,1877,false,0,240000.0,10000.0,2570.0,0.0054,17,3,1.0,0,0.5208,false,terminal,terminal
100000006852430100,2,false,1,0,37000.0,0.0,1,0,1,2026-07-20,2026-07-20,1,0.0,false,true,false,0.0005362,0.0,0,1877,false,0,37000.0,0.0,37000.0,1.0,9,8,0.0,0,1.0,false,terminal,peripheral
100000000555721100,1,false,2,0,113000.0,0.0,3,0,2,2026-07-04,2026-07-16,2,0.0,false,true,false,0.00030809,0.0,0,1877,false,0,37666.67,0.0,95218.35,0.8426,0,2,0.0,0,0.8407,false,terminal,peripheral
100000002713074100,3,false,2,1,700000.0,430000.0,2,2,3,2026-07-10,2026-07-24,3,0.6143,false,false,false,0.00043361,1.922e-05,0,1877,false,0,350000.0,215000.0,2306.63,0.0033,16,1,0.0,0,0.6429,false,terminal,peripheral
100000004134060100,2,false,1,0,88179.0,0.0,1,0,1,2026-07-24,2026-07-24,1,0.0,false,true,false,0.00032801,0.0,0,1877,false,0,88179.0,0.0,11220.67,0.1272,17,4,0.0,0,1.0,false,terminal,peripheral
100000004744306100,1,false,1,2,69000.0,92000.0,1,3,3,2026-07-03,2026-07-12,4,1.3333,false,false,false,0.00046078,3.923e-05,0,1877,false,0,69000.0,30666.67,69000.0,0.75,20,3,0.0,0,1.0,false,transit,peripheral
100000000440392100,1,false,1,0,105705.0,0.0,4,0,1,2026-07-05,2026-07-19,4,0.0,false,true,false,0.00029693,0.0,0,1877,false,0,26426.25,0.0,105705.0,1.0,5,2,0.0,0,1.0,false,terminal,peripheral
100000001184915100,2,false,1,0,201000.0,0.0,2,0,1,2026-07-30,2026-07-30,1,0.0,false,true,false,0.00034952,0.0,0,1877,false,1,100500.0,0.0,5571.78,0.0277,15,3,0.0,0,1.0,false,terminal,peripheral
100000004336312100,2,false,3,2,90415.0,72650.0,7,3,4,2026-07-01,2026-07-31,6,0.8035,false,false,false,0.00069601,3.378e-05,0,1877,true,0,12916.43,24216.67,9268.7,0.1025,34,1,0.5182,1,0.6516,false,transit,peripheral
100000004670388100,3,false,1,2,160354.0,720000.0,1,4,2,2026-07-03,2026-07-24,3,4.4901,false,false,false,0.00051402,1.962e-05,0,1877,true,1,160354.0,180000.0,3455.69,0.0048,49,1,0.5278,0,1.0,false,transit,peripheral
100000001526235100,2,false,3,8,82000.0,432750.0,4,9,8,2026-07-03,2026-07-31,11,5.2774,false,false,false,0.00087786,0.0002566,0,1877,true,0,20500.0,48083.33,8279.55,0.0191,25,1,0.1346,0,0.6829,false,coordinator,peripheral
100000000267734100,1,false,2,7,180000.0,282000.0,4,8,8,2026-07-04,2026-07-29,8,1.5667,false,false,false,0.00053732,3.57e-06,0,1877,true,0,45000.0,35250.0,152432.43,0.5405,6,1,0.4149,0,0.6667,false,transit,peripheral
100000004408683100,1,false,2,0,112919.68,0.0,3,0,2,2026-07-05,2026-07-14,3,0.0,false,true,false,0.00038531,0.0,0,1877,false,0,37639.89,0.0,86166.54,0.7631,5,2,0.0,0,0.7186,false,terminal,peripheral
100000001363952100,1,false,2,1,196655.0,91000.0,2,2,3,2026-07-01,2026-07-21,3,0.4627,false,false,false,0.0003071,1.922e-05,0,1877,false,0,98327.5,45500.0,69160.46,0.3517,3,1,0.1099,0,0.6483,false,transit,peripheral
100000002964966100,2,false,1,0,200000.0,0.0,1,0,1,2026-07-14,2026-07-14,1,0.0,false,true,false,0.00039542,0.0,0,1877,false,0,200000.0,0.0,27157.42,0.1358,2,2,0.0,0,1.0,false,terminal,peripheral
100000008740295100,4,false,1,0,300000.0,0.0,1,0,1,2026-07-26,2026-07-26,1,0.0,true,false,false,0.00032504,0.0,0,1877,false,0,300000.0,0.0,198.71,0.0007,7,2,0.0,0,1.0,true,,no_data_truncated
100000005799271100,2,false,1,0,45000.0,0.0,2,0,1,2026-07-07,2026-07-26,2,0.0,false,true,false,0.00053667,0.0,0,1877,false,0,22500.0,0.0,40037.51,0.8897,9,4,0.0,0,1.0,false,terminal,peripheral
100000006789108100,1,false,1,0,37500.0,0.0,1,0,1,2026-07-02,2026-07-02,1,0.0,false,true,false,0.00029126,0.0,0,1877,false,0,37500.0,0.0,37500.0,1.0,9,5,0.0,0,1.0,false,terminal,peripheral
100000004235471100,4,false,1,0,180000.0,0.0,1,0,1,2026-07-20,2026-07-20,1,0.0,true,false,false,0.00034861,0.0,0,1877,false,0,180000.0,0.0,99.19,0.0006,4,3,0.0,0,1.0,true,,no_data_truncated
100000003270419100,3,false,1,0,150000.0,0.0,1,0,1,2026-07-19,2026-07-19,1,0.0,false,true,false,0.00083348,0.0,0,1877,false,0,150000.0,0.0,43997.99,0.2933,13,2,0.0,0,1.0,false,terminal,peripheral
100000004737477100,1,false,2,1,49598.0,40500.0,3,3,3,2026-07-01,2026-07-08,5,0.8166,false,false,false,0.00029232,1.922e-05,0,1877,false,1,16532.67,13500.0,30143.48,0.6078,0,2,0.3704,0,0.6074,false,transit,peripheral
100000004816564100,2,false,1,1,285480.0,5000.0,1,1,2,2026-07-29,2026-07-30,2,0.0175,false,false,false,0.00037639,1.922e-05,0,1877,false,0,285480.0,5000.0,7913.59,0.0277,15,3,1.0,0,1.0,false,terminal,terminal
100000002963189100,3,false,1,7,490000.0,5219000.0,3,15,7,2026-07-08,2026-07-25,7,10.651,false,false,false,0.00042407,8.541e-05,0,1877,true,4,163333.33,347933.33,541.78,0.0001,14,1,0.0,0,1.0,false,terminal,peripheral
100000003880331100,3,false,1,16,100000.0,3904908.0,1,31,16,2026-07-09,2026-07-27,8,39.0491,false,false,false,0.00030766,0.00065965,0,1877,true,5,100000.0,125964.77,167.12,0.0,3,1,0.4467,0,1.0,false,distributor,distributor
100000008237827100,1,false,1,0,40001.0,0.0,1,0,1,2026-07-16,2026-07-16,1,0.0,false,true,false,0.00029358,0.0,0,1877,false,0,40001.0,0.0,40001.0,1.0,2,4,0.0,0,1.0,false,terminal,peripheral
100000008352542100,2,false,1,0,50220.0,0.0,1,0,1,2026-07-18,2026-07-18,1,0.0,false,true,false,0.00033148,0.0,0,1877,false,0,50220.0,0.0,21708.68,0.4323,2,4,0.0,0,1.0,false,terminal,peripheral
100000001066017100,3,false,2,4,136123.0,82500.0,3,4,6,2026-07-04,2026-07-27,5,0.6061,false,false,false,0.00030124,7.688e-05,0,1877,false,1,45374.33,20625.0,556.68,0.0041,0,2,0.1879,0,0.7126,false,transit,peripheral
100000003003821100,2,false,1,0,40000.0,0.0,1,0,1,2026-07-05,2026-07-05,1,0.0,false,true,false,0.00043794,0.0,0,1877,false,0,40000.0,0.0,40000.0,1.0,2,4,0.0,0,1.0,false,terminal,peripheral
100000003877908100,1,false,1,0,40000.0,0.0,1,0,1,2026-07-26,2026-07-26,1,0.0,false,true,false,0.00029358,0.0,0,1877,false,0,40000.0,0.0,40000.0,1.0,2,4,0.0,0,1.0,false,terminal,peripheral
100000004509286100,1,false,1,0,40000.0,0.0,1,0,1,2026-07-20,2026-07-20,1,0.0,false,true,false,0.00029358,0.0,0,1877,false,0,40000.0,0.0,40000.0,1.0,2,4,0.0,0,1.0,false,terminal,peripheral
100000007071852100,4,false,1,0,195000.0,0.0,1,0,1,2026-07-24,2026-07-24,1,0.0,true,false,false,0.00044351,0.0,0,1877,false,0,195000.0,0.0,304.24,0.0016,3,2,0.0,0,1.0,true,,no_data_truncated
100000004315838100,1,false,2,1,50000.0,18000.0,2,1,3,2026-07-01,2026-07-23,3,0.36,false,false,false,0.00029139,2.378e-05,0,1877,false,0,25000.0,18000.0,25029.88,0.5006,2,5,0.0,0,0.5,false,transit,peripheral
100000004360785100,1,false,1,0,94705.0,0.0,1,0,1,2026-07-13,2026-07-13,1,0.0,false,true,false,0.00029575,0.0,0,1877,false,0,94705.0,0.0,94705.0,1.0,5,2,0.0,0,1.0,false,terminal,peripheral
100000006638021100,4,false,2,0,388500.0,0.0,2,0,2,2026-07-31,2026-07-31,1,0.0,true,false,false,0.00054449,0.0,0,1877,false,0,194250.0,0.0,117.49,0.0003,47,2,0.0,0,0.9524,true,,no_data_truncated
100000003035737100,3,false,2,1,809170.0,6544.53,3,1,3,2026-07-15,2026-07-24,4,0.0081,false,false,false,0.00037881,1.922e-05,0,1877,false,0,269723.33,6544.53,1136.45,0.0014,4,3,1.0,0,0.5606,false,terminal,terminal
100000003509750100,2,false,3,3,82290.0,78400.0,4,5,4,2026-07-02,2026-07-29,7,0.9527,false,false,false,0.00168705,1.98e-06,0,1877,true,0,20572.5,15680.0,19750.13,0.24,6,1,0.7449,0,0.4581,false,transit,peripheral
100000005505655100,1,false,2,1,33070.0,20000.0,2,1,2,2026-07-05,2026-07-08,2,0.6048,false,false,false,0.00032151,0.00026908,0,1877,true,0,16535.0,20000.0,13452.65,0.4068,25,2,1.0,0,0.6048,false,transit,peripheral
100000008675322100,4,false,1,0,340000.0,0.0,4,0,1,2026-07-09,2026-07-15,4,0.0,true,false,false,0.00031935,0.0,0,1877,false,0,85000.0,0.0,16.43,0.0,36,3,0.0,0,1.0,true,,no_data_truncated
100000004479404100,2,false,2,1,1492000.0,300000.0,8,2,2,2026-07-02,2026-07-28,8,0.2011,false,false,false,0.00086671,9.61e-05,0,1877,true,2,186500.0,150000.0,1637.26,0.0011,44,2,0.0,0,0.992,false,terminal,terminal
100000004993576100,2,false,1,0,167000.0,0.0,1,0,1,2026-07-31,2026-07-31,1,0.0,false,true,false,0.0003387,0.0,0,1877,false,0,167000.0,0.0,4629.29,0.0277,15,3,0.0,0,1.0,false,terminal,peripheral
100000007274584100,1,false,1,0,38000.0,0.0,1,0,1,2026-07-26,2026-07-26,1,0.0,false,true,false,0.00029318,0.0,0,1877,false,0,38000.0,0.0,38000.0,1.0,2,4,0.0,0,1.0,false,terminal,peripheral
100000008193577100,1,false,2,5,154300.0,480180.0,6,16,5,2026-07-04,2026-07-29,14,3.112,false,false,false,0.00123895,9.9e-07,4,6,true,4,25716.67,30011.25,139181.5,0.2899,42,1,0.1041,0,0.5638,false,transit,peripheral
100000004652395100,4,false,3,0,101528.0,0.0,5,0,3,2026-07-20,2026-07-20,1,0.0,true,false,false,0.00033571,0.0,0,1877,false,2,20305.6,0.0,162.96,0.0016,0,3,0.0,1,0.739,true,,no_data_truncated
100000006704530100,3,false,1,3,450500.0,428000.0,1,5,4,2026-07-05,2026-07-27,5,0.9501,false,false,false,0.00039854,5.885e-05,0,1877,false,0,450500.0,85600.0,145.38,0.0003,26,1,0.0,0,1.0,false,transit,peripheral
100000003292979100,2,false,1,0,48950.0,0.0,1,0,1,2026-07-18,2026-07-18,1,0.0,false,true,false,0.00033031,0.0,0,1877,false,0,48950.0,0.0,21159.7,0.4323,2,4,0.0,0,1.0,false,terminal,peripheral
100000008144528100,2,false,5,0,1068202.6,0.0,13,0,5,2026-07-12,2026-07-16,4,0.0,false,true,false,0.00105554,0.0,0,1877,false,2,82169.43,0.0,36018.3,0.0337,5,4,0.0,0,0.959,false,terminal,terminal
100000005711521100,4,false,1,0,238000.0,0.0,1,0,1,2026-07-11,2026-07-11,1,0.0,true,false,false,0.00053384,0.0,0,1877,false,0,238000.0,0.0,180.24,0.0008,13,2,0.0,0,1.0,true,,no_data_truncated
100000002242455100,4,false,1,0,110000.0,0.0,1,0,1,2026-07-03,2026-07-03,1,0.0,true,false,false,0.00053217,0.0,0,1877,false,0,110000.0,0.0,131.49,0.0012,4,3,0.0,0,1.0,true,,no_data_truncated
100000008002020100,1,false,1,1,73860.0,17000.0,1,1,2,2026-07-14,2026-07-21,2,0.2302,false,false,false,0.00029783,1.59e-06,0,1877,false,0,73860.0,17000.0,73860.0,1.0,11,1,0.0,0,1.0,false,terminal,peripheral
100000003016438100,3,false,1,1,200000.0,300000.0,1,3,2,2026-07-08,2026-07-17,3,1.5,false,false,false,0.00031668,2.14e-05,0,1877,false,0,200000.0,100000.0,627.37,0.0021,10,1,0.6667,0,1.0,false,transit,peripheral
100000008587459100,2,false,2,2,181507.0,686500.0,2,4,4,2026-07-01,2026-07-15,5,3.7822,false,false,false,0.00030076,1.772e-05,0,1877,true,1,90753.5,171625.0,804.88,0.0012,0,2,0.0,0,0.73,false,transit,peripheral
100000003370425100,4,false,1,0,20000.0,0.0,1,0,1,2026-07-21,2026-07-21,1,0.0,true,false,false,0.00064795,0.0,0,1877,false,0,20000.0,0.0,3339.55,0.167,13,4,0.0,0,1.0,true,,no_data_truncated
100000003832231100,1,false,1,0,35000.0,0.0,1,0,1,2026-07-16,2026-07-16,1,0.0,false,true,false,0.00029258,0.0,0,1877,false,0,35000.0,0.0,35000.0,1.0,2,4,0.0,0,1.0,false,terminal,peripheral
100000002796853100,2,false,1,1,199000.0,46167.62,8,5,1,2026-07-12,2026-07-29,7,0.232,false,false,false,0.0021136,0.0,0,1877,true,3,24875.0,9233.52,173561.43,0.8722,63,1,0.8917,0,1.0,false,transit,peripheral
100000003246024100,2,false,1,1,25000.0,5000.0,1,1,2,2026-07-03,2026-07-03,1,0.2,false,false,false,0.00037134,0.00161169,0,1877,false,0,25000.0,5000.0,2207.11,0.0883,0,2,1.0,0,1.0,false,terminal,peripheral
100000004017410100,3,false,2,5,193650.0,1330915.0,6,11,5,2026-07-01,2026-07-31,9,6.8728,false,false,false,0.00113154,4.059e-05,0,1877,true,0,32275.0,120992.27,14276.89,0.0107,34,1,0.0413,0,0.7281,false,transit,peripheral
100000001386612100,2,false,1,0,62264.0,0.0,1,0,1,2026-07-04,2026-07-04,1,0.0,false,true,false,0.00043377,0.0,0,1877,false,0,62264.0,0.0,22006.01,0.3534,20,3,0.0,0,1.0,false,terminal,peripheral
100000005175148100,2,false,2,1,79000.0,15000.0,4,1,2,2026-07-20,2026-07-23,4,0.1899,false,false,false,0.00071815,0.0,0,1877,true,1,19750.0,15000.0,15121.49,0.1914,15,3,1.0,0,0.9367,false,terminal,peripheral
100000002671326100,4,false,1,0,1050000.0,0.0,2,0,1,2026-07-13,2026-07-14,2,0.0,true,false,false,0.00062945,0.0,0,1877,false,0,525000.0,0.0,1023.68,0.001,10,1,0.0,0,1.0,true,,no_data_truncated
100000005849100100,2,false,1,0,33300.0,0.0,1,0,1,2026-07-15,2026-07-15,1,0.0,false,true,false,0.00049072,0.0,0,1877,false,0,33300.0,0.0,33300.0,1.0,2,4,0.0,0,1.0,false,terminal,peripheral
100000002648315100,1,false,1,2,132000.0,76000.0,1,3,3,2026-07-17,2026-07-25,4,0.5758,false,false,false,0.00029314,4e-07,0,1877,false,0,132000.0,25333.33,132000.0,1.0,6,1,0.0,0,1.0,false,transit,peripheral
100000002947299100,2,false,1,0,85000.0,0.0,1,0,1,2026-07-15,2026-07-15,1,0.0,false,true,false,0.00033751,0.0,0,1877,false,0,85000.0,0.0,12663.08,0.149,2,3,0.0,0,1.0,false,terminal,peripheral
100000008730021100,1,false,1,0,75555.0,0.0,3,0,1,2026-07-20,2026-07-23,2,0.0,false,true,false,0.00046814,0.0,0,1877,false,1,25185.0,0.0,75555.0,1.0,15,2,0.0,0,1.0,false,terminal,peripheral
100000004424023100,2,false,1,1,50000.0,100000.0,1,1,2,2026-07-01,2026-07-09,2,2.0,false,false,false,0.00097171,2.041e-05,0,1877,false,0,50000.0,100000.0,14466.86,0.1447,6,5,0.0,0,1.0,false,transit,peripheral
100000006562026100,1,false,2,0,75000.0,0.0,6,0,2,2026-07-02,2026-07-24,6,0.0,false,true,false,0.00068536,0.0,9,5,false,0,12500.0,0.0,75000.0,1.0,53,2,0.0,0,0.8,false,terminal,peripheral
100000008418835100,0,true,1,4,1372000.0,186179.0,67,6,5,2026-07-01,2026-07-31,18,0.1357,false,false,false,0.00052859,0.00031664,0,1877,false,12,20477.61,31029.83,1372000.0,1.0,15,1,0.855,0,1.0,false,transit,peripheral
100000002432143100,2,false,1,0,81310.0,0.0,1,0,1,2026-07-08,2026-07-08,1,0.0,false,true,false,0.00033526,0.0,0,1877,false,0,81310.0,0.0,12113.36,0.149,2,3,0.0,0,1.0,false,terminal,peripheral
100000003616818100,1,false,3,3,78000.0,240100.0,4,8,4,2026-07-04,2026-07-31,9,3.0782,false,false,false,0.000513,1.98e-06,2,17,true,1,19500.0,30012.5,19864.57,0.0827,24,1,0.0,0,0.4487,false,coordinator,peripheral
100000006952718100,1,false,1,0,71489.0,0.0,1,0,1,2026-07-16,2026-07-16,1,0.0,false,true,false,0.00029326,0.0,0,1877,false,0,71489.0,0.0,71489.0,1.0,5,2,0.0,0,1.0,false,terminal,peripheral
100000006248077100,2,false,1,0,50000.0,0.0,1,0,1,2026-07-22,2026-07-22,1,0.0,false,true,false,0.00029385,0.0,0,1877,false,0,50000.0,0.0,10752.52,0.2151,5,4,0.0,0,1.0,false,terminal,peripheral
100000002032323100,3,false,1,1,300000.0,1050000.0,1,2,2,2026-07-13,2026-07-14,2,3.5,false,false,false,0.00040405,1.962e-05,0,1877,false,0,300000.0,525000.0,1023.68,0.001,10,1,0.2857,0,1.0,false,terminal,peripheral
100000008650785100,0,true,2,2,92000.0,120120.0,2,2,4,2026-07-05,2026-07-14,4,1.3057,false,false,false,0.00061252,2.242e-05,0,1877,false,0,46000.0,60060.0,83192.71,1.0,5,4,0.5829,0,0.6141,false,transit,peripheral
