src,dst,sum_kzt,n_tx,depth,src_depth,dst_depth,min_tx,max_tx,first_date,last_date,active_days,mutual,back_edge
100000002306369100,100000008111003100,51000.0,1,2,1,2,51000.0,51000.0,2026-07-18,2026-07-18,1,false,false
100000004186824100,100000004707703100,7000.0,1,2,1,1,7000.0,7000.0,2026-07-24,2026-07-24,1,false,true
100000004847758100,100000003044431100,30000.0,1,2,1,2,30000.0,30000.0,2026-07-07,2026-07-07,1,false,false
100000004156082100,100000004993576100,167000.0,1,2,1,2,167000.0,167000.0,2026-07-31,2026-07-31,1,false,false
100000008748914100,100000008477350100,222000.0,1,2,1,2,222000.0,222000.0,2026-07-30,2026-07-30,1,false,false
100000008232832100,100000003404627100,138000.0,1,2,1,1,138000.0,138000.0,2026-07-10,2026-07-10,1,false,true
100000000089154100,100000006866783100,22000.0,1,2,1,0,22000.0,22000.0,2026-07-12,2026-07-12,1,true,true
100000003635170100,100000005602999100,5000.0,1,2,1,2,5000.0,5000.0,2026-07-26,2026-07-26,1,true,false
100000008748408100,100000003157333100,30000.0,1,2,1,2,30000.0,30000.0,2026-07-27,2026-07-27,1,false,false
100000003835149100,100000002224132100,2900720.0,6,2,1,2,136450.0,1155800.0,2026-07-08,2026-07-29,6,false,false
100000001697501100,100000002863356100,45000.0,1,2,1,2,45000.0,45000.0,2026-07-20,2026-07-20,1,false,false
100000006707582100,100000002170580100,150000.0,1,2,1,2,150000.0,150000.0,2026-07-21,2026-07-21,1,false,false
100000006443391100,100000006385877100,53706.62,5,2,1,2,5000.0,18668.0,2026-07-15,2026-07-30,2,true,false
100000008748408100,100000002870463100,100000.0,2,2,1,2,50000.0,50000.0,2026-07-29,2026-07-30,2,false,false
100000001697501100,100000008672762100,13000.0,1,2,1,2,13000.0,13000.0,2026-07-03,2026-07-03,1,false,false
100000004156082100,100000001987030100,23668.0,1,2,1,1,23668.0,23668.0,2026-07-27,2026-07-27,1,false,true
100000004188160100,100000003016635100,18000.0,2,2,1,0,6000.0,12000.0,2026-07-22,2026-07-22,1,true,true
100000004351795100,100000003971049100,55900.0,7,2,1,2,5000.0,10000.0,2026-07-14,2026-07-30,7,false,false
100000008555918100,100000006557763100,10000.0,1,2,1,2,10000.0,10000.0,2026-07-06,2026-07-06,1,false,false
100000002479804100,100000007289427100,12300.0,1,2,1,2,12300.0,12300.0,2026-07-10,2026-07-10,1,false,false
100000004159526100,100000005032294100,10000.0,1,2,1,2,10000.0,10000.0,2026-07-08,2026-07-08,1,false,false
100000008193577100,100000008736940100,125990.0,5,2,1,1,6490.0,33500.0,2026-07-22,2026-07-26,4,true,true
100000004707703100,100000005519347100,23000.0,1,2,1,0,23000.0,23000.0,2026-07-05,2026-07-05,1,false,true
100000003635170100,100000002156381100,10000.0,1,2,1,2,10000.0,10000.0,2026-07-30,2026-07-30,1,false,false
100000002941114100,100000005168487100,15000.0,1,2,1,2,15000.0,15000.0,2026-07-20,2026-07-20,1,true,false
100000007442518100,100000001961048100,150000.0,1,2,1,2,150000.0,150000.0,2026-07-17,2026-07-17,1,false,false
100000004390333100,100000005612411100,36500.0,2,2,1,1,11500.0,25000.0,2026-07-24,2026-07-26,2,false,true
100000004156082100,100000007281639100,69770.0,2,2,1,1,23970.0,45800.0,2026-07-27,2026-07-31,2,false,true
100000001530983100,100000007777377100,456290.0,7,2,1,2,13000.0,200000.0,2026-07-04,2026-07-20,7,false,false
100000008165763100,100000001339466100,30000.0,1,2,1,2,30000.0,30000.0,2026-07-10,2026-07-10,1,false,false
100000004480280100,100000003254723100,269850.0,6,2,1,2,5000.0,150000.0,2026-07-05,2026-07-27,6,false,false
100000005634552100,100000003278020100,190000.0,1,2,1,2,190000.0,190000.0,2026-07-18,2026-07-18,1,false,false
100000004180097100,100000000723383100,6800.0,1,2,1,2,6800.0,6800.0,2026-07-12,2026-07-12,1,false,false
100000000089154100,100000000332284100,9000.0,1,2,1,2,9000.0,9000.0,2026-07-13,2026-07-13,1,false,false
100000008169544100,100000004156082100,5000.0,1,2,1,1,5000.0,5000.0,2026-07-27,2026-07-27,1,false,true
100000001697501100,100000007982908100,31080.0,1,2,1,2,31080.0,31080.0,2026-07-20,2026-07-20,1,false,false
100000002592567100,100000008547844100,8600.0,1,2,1,2,8600.0,8600.0,2026-07-16,2026-07-16,1,false,false
100000000667713100,100000004186824100,14350.0,1,2,1,1,14350.0,14350.0,2026-07-13,2026-07-13,1,false,true
100000008304139100,100000003684369100,454000.0,10,2,1,0,21000.0,100000.0,2026-07-19,2026-07-25,6,false,true
100000005074393100,100000001232297100,5000.0,1,2,1,2,5000.0,5000.0,2026-07-19,2026-07-19,1,true,false
100000003004487100,100000002710570100,225015.0,1,2,1,2,225015.0,225015.0,2026-07-15,2026-07-15,1,false,false
100000008748408100,100000001648936100,92740.0,1,2,1,2,92740.0,92740.0,2026-07-29,2026-07-29,1,false,false
100000008304139100,100000005782781100,38000.0,2,2,1,2,13000.0,25000.0,2026-07-07,2026-07-10,2,false,false
100000003589877100,100000005413948100,23215.0,1,2,1,2,23215.0,23215.0,2026-07-12,2026-07-12,1,false,false
100000002152857100,100000002459093100,500000.0,2,2,1,2,200000.0,300000.0,2026-07-16,2026-07-20,2,false,false
100000004622227100,100000000332284100,6000.0,1,2,1,2,6000.0,6000.0,2026-07-06,2026-07-06,1,false,false
100000008686313100,100000006866783100,48100.0,2,2,1,0,20800.0,27300.0,2026-07-11,2026-07-14,2,true,true
100000005473151100,100000008545727100,30000.0,1,2,1,2,30000.0,30000.0,2026-07-08,2026-07-08,1,true,false
100000004390333100,100000000437046100,100000.0,2,2,1,2,50000.0,50000.0,2026-07-16,2026-07-18,2,false,false
100000008169544100,100000000343175100,15500.0,2,2,1,0,5500.0,10000.0,2026-07-15,2026-07-18,2,false,true
100000004156082100,100000005287097100,16450.0,1,2,1,1,16450.0,16450.0,2026-07-31,2026-07-31,1,true,true
100000005527892100,100000008758168100,65410.0,1,2,1,2,65410.0,65410.0,2026-07-31,2026-07-31,1,false,false
100000000089154100,100000006595426100,84800.0,3,2,1,2,10000.0,54800.0,2026-07-09,2026-07-15,3,false,false
100000001697501100,100000008688476100,24000.0,1,2,1,2,24000.0,24000.0,2026-07-08,2026-07-08,1,false,false
100000004662806100,100000001083990100,49900.0,2,2,1,2,19900.0,30000.0,2026-07-14,2026-07-14,1,false,false
100000004188160100,100000008762728100,17026.0,1,2,1,2,17026.0,17026.0,2026-07-29,2026-07-29,1,false,false
100000007908818100,100000008060273100,10000.0,2,2,1,2,5000.0,5000.0,2026-07-19,2026-07-28,2,false,false
100000008165763100,100000003115284100,130000.0,1,2,1,1,130000.0,130000.0,2026-07-19,2026-07-19,1,false,true
100000006889963100,100000006755850100,443475.8,3,2,1,2,75000.0,198211.88,2026-07-21,2026-07-22,2,false,false
100000004351795100,100000004962193100,90000.0,1,2,1,2,90000.0,90000.0,2026-07-03,2026-07-03,1,false,false
100000004156082100,100000008289539100,14912.0,1,2,1,2,14912.0,14912.0,2026-07-29,2026-07-29,1,false,false
100000004156082100,100000000790311100,46300.0,1,2,1,2,46300.0,46300.0,2026-07-27,2026-07-27,1,false,false
100000003635170100,100000003321423100,100000.0,2,2,1,2,50000.0,50000.0,2026-07-15,2026-07-30,2,false,false
100000008304139100,100000001857829100,52000.0,1,2,1,2,52000.0,52000.0,2026-07-20,2026-07-20,1,false,false
100000008003034100,100000008346837100,28500.0,1,2,1,2,28500.0,28500.0,2026-07-20,2026-07-20,1,false,false
100000002748180100,100000005242320100,180000.0,1,2,1,2,180000.0,180000.0,2026-07-14,2026-07-14,1,false,false
100000005527892100,100000008752616100,54510.0,1,2,1,2,54510.0,54510.0,2026-07-29,2026-07-29,1,false,false
100000001937767100,100000001904863100,500000.0,1,2,1,2,500000.0,500000.0,2026-07-30,2026-07-30,1,false,false
100000004679953100,100000008730846100,12800.0,1,2,1,2,12800.0,12800.0,2026-07-21,2026-07-21,1,false,false
100000004707703100,100000008213966100,23000.0,1,2,1,2,23000.0,23000.0,2026-07-03,2026-07-03,1,false,false
100000008748408100,100000003509750100,34590.0,1,2,1,2,34590.0,34590.0,2026-07-27,2026-07-27,1,false,false
100000002731501100,100000001330595100,22000.0,2,2,1,2,10000.0,12000.0,2026-07-09,2026-07-21,2,false,false
100000004180097100,100000002293421100,36000.0,5,2,1,2,5000.0,10000.0,2026-07-17,2026-07-31,4,true,false
100000001697501100,100000002199091100,65000.0,1,2,1,2,65000.0,65000.0,2026-07-23,2026-07-23,1,false,false
100000005539201100,100000008531133100,25000.0,1,2,1,2,25000.0,25000.0,2026-07-05,2026-07-05,1,false,false
100000005612411100,100000002964966100,200000.0,1,2,1,2,200000.0,200000.0,2026-07-14,2026-07-14,1,false,false
100000004847758100,100000008106997100,15000.0,1,2,1,2,15000.0,15000.0,2026-07-31,2026-07-31,1,false,false
100000002762076100,100000008655035100,30000.0,1,2,1,2,30000.0,30000.0,2026-07-05,2026-07-05,1,false,false
100000007442518100,100000006567935100,200000.0,1,2,1,2,200000.0,200000.0,2026-07-18,2026-07-18,1,false,false
100000004156082100,100000005339662100,25164.0,1,2,1,1,25164.0,25164.0,2026-07-29,2026-07-29,1,false,true
100000003923946100,100000004015047100,77000.0,1,2,1,1,77000.0,77000.0,2026-07-14,2026-07-14,1,false,true
100000007442518100,100000002911170100,300000.0,2,2,1,2,150000.0,150000.0,2026-07-15,2026-07-17,2,false,false
100000003265158100,100000007242833100,107500.0,3,2,1,2,11800.0,80700.0,2026-07-11,2026-07-11,1,false,false
100000000274067100,100000005608515100,64000.0,4,2,1,2,5000.0,40000.0,2026-07-03,2026-07-14,3,false,false
100000000089154100,100000008111003100,53700.0,3,2,1,2,10000.0,27000.0,2026-07-10,2026-07-19,3,false,false
100000002748180100,100000002680477100,25000.0,1,2,1,2,25000.0,25000.0,2026-07-27,2026-07-27,1,false,false
100000007639767100,100000006866783100,10000.0,1,2,1,0,10000.0,10000.0,2026-07-05,2026-07-05,1,true,true
100000004070318100,100000005942793100,10000.0,1,2,1,2,10000.0,10000.0,2026-07-06,2026-07-06,1,false,false
100000008172352100,100000002628146100,30500.0,2,2,1,2,10000.0,20500.0,2026-07-30,2026-07-30,1,false,false
100000006579678100,100000002489253100,51000.0,1,2,1,2,51000.0,51000.0,2026-07-14,2026-07-14,1,false,false
100000002609774100,100000008104567100,27500.0,1,2,1,2,27500.0,27500.0,2026-07-07,2026-07-07,1,false,false
100000008304139100,100000003166755100,24010.0,1,2,1,2,24010.0,24010.0,2026-07-08,2026-07-08,1,false,false
100000007639767100,100000008701256100,58250.0,1,2,1,2,58250.0,58250.0,2026-07-24,2026-07-24,1,false,false
100000004351795100,100000000437046100,542000.0,9,2,1,2,30000.0,150000.0,2026-07-18,2026-07-29,7,false,false
100000003115284100,100000003360542100,307000.0,2,2,1,2,7000.0,300000.0,2026-07-01,2026-07-19,2,true,false
100000005124479100,100000004285800100,5000.0,1,2,1,2,5000.0,5000.0,2026-07-17,2026-07-17,1,false,false
100000008748408100,100000004698193100,70000.0,1,2,1,2,70000.0,70000.0,2026-07-28,2026-07-28,1,false,false
100000007639767100,100000000489417100,20000.0,1,2,1,2,20000.0,20000.0,2026-07-03,2026-07-03,1,false,false
100000008736940100,100000008193577100,67300.0,2,2,1,1,7300.0,60000.0,2026-07-23,2026-07-23,1,true,true
100000006707582100,100000004732589100,227520.0,1,2,1,2,227520.0,227520.0,2026-07-20,2026-07-20,1,false,false
100000008748914100,100000000331309100,242000.0,1,2,1,2,242000.0,242000.0,2026-07-23,2026-07-23,1,false,false
100000004156082100,100000000795129100,332000.0,1,2,1,2,332000.0,332000.0,2026-07-31,2026-07-31,1,false,false
100000003946524100,100000007898453100,24750.0,1,2,1,2,24750.0,24750.0,2026-07-02,2026-07-02,1,true,false
100000007908818100,100000001641951100,25000.0,4,2,1,2,5000.0,10000.0,2026-07-08,2026-07-28,4,false,false
100000001162560100,100000008497298100,600000.0,1,2,1,2,600000.0,600000.0,2026-07-29,2026-07-29,1,false,false
100000007055802100,100000004299488100,605000.0,7,2,1,1,6000.0,367000.0,2026-07-08,2026-07-19,7,true,true
100000003873332100,100000003854444100,210000.0,4,2,1,2,30000.0,70000.0,2026-07-17,2026-07-29,4,false,false
100000008686313100,100000008477350100,25800.0,1,2,1,2,25800.0,25800.0,2026-07-24,2026-07-24,1,false,false
100000001697501100,100000003336565100,16550.0,1,2,1,2,16550.0,16550.0,2026-07-09,2026-07-09,1,false,false
100000008748408100,100000001848426100,95530.0,1,2,1,2,95530.0,95530.0,2026-07-28,2026-07-28,1,false,false
100000004159526100,100000007953156100,18000.0,1,2,1,2,18000.0,18000.0,2026-07-14,2026-07-14,1,false,false
100000003873332100,100000001420847100,20000.0,2,2,1,2,10000.0,10000.0,2026-07-06,2026-07-30,2,false,false
100000008304139100,100000008011159100,10000.0,1,2,1,2,10000.0,10000.0,2026-07-13,2026-07-13,1,false,false
100000001162560100,100000002443664100,74880.0,1,2,1,2,74880.0,74880.0,2026-07-26,2026-07-26,1,false,false
100000008748408100,100000000971908100,89000.0,1,2,1,2,89000.0,89000.0,2026-07-27,2026-07-27,1,false,false
100000002306369100,100000000425407100,20000.0,1,2,1,2,20000.0,20000.0,2026-07-22,2026-07-22,1,false,false
100000005316708100,100000005514161100,227500.0,3,2,1,1,70500.0,80000.0,2026-07-24,2026-07-25,2,false,true
100000004394765100,100000008650785100,35500.0,1,2,1,0,35500.0,35500.0,2026-07-14,2026-07-14,1,false,true
100000004188160100,100000008346837100,6000.0,1,2,1,2,6000.0,6000.0,2026-07-21,2026-07-21,1,false,false
100000005074393100,100000008205937100,35000.0,3,2,1,2,5000.0,20000.0,2026-07-06,2026-07-26,3,false,false
100000004622227100,100000004486525100,6000.0,1,2,1,2,6000.0,6000.0,2026-07-06,2026-07-06,1,false,false
100000008304139100,100000008733194100,45200.0,1,2,1,2,45200.0,45200.0,2026-07-24,2026-07-24,1,false,false
100000001697501100,100000008672480100,13000.0,1,2,1,2,13000.0,13000.0,2026-07-03,2026-07-03,1,false,false
100000004351795100,100000002703376100,46501.0,1,2,1,2,46501.0,46501.0,2026-07-05,2026-07-05,1,false,false
100000002306369100,100000002723538100,20000.0,1,2,1,2,20000.0,20000.0,2026-07-23,2026-07-23,1,false,false
100000001697501100,100000002578405100,120000.0,2,2,1,2,10000.0,110000.0,2026-07-23,2026-07-23,1,true,false
100000002731501100,100000003275398100,300000.0,1,2,1,2,300000.0,300000.0,2026-07-02,2026-07-02,1,false,false
100000001697501100,100000008696692100,19000.0,1,2,1,2,19000.0,19000.0,2026-07-10,2026-07-10,1,false,false
100000003946524100,100000000596954100,120000.0,1,2,1,2,120000.0,120000.0,2026-07-16,2026-07-16,1,false,false
100000008748914100,100000001072022100,320000.0,1,2,1,1,320000.0,320000.0,2026-07-30,2026-07-30,1,false,true
100000001697501100,100000002527114100,90000.0,2,2,1,0,25000.0,65000.0,2026-07-04,2026-07-23,2,true,true
100000003366154100,100000004105288100,190000.0,1,2,1,1,190000.0,190000.0,2026-07-18,2026-07-18,1,false,true
100000002152857100,100000006240939100,160000.0,1,2,1,2,160000.0,160000.0,2026-07-07,2026-07-07,1,false,false
100000008349675100,100000002340562100,36650.0,2,2,1,2,18150.0,18500.0,2026-07-11,2026-07-19,2,false,false
100000004071080100,100000003086040100,10500.0,1,2,1,2,10500.0,10500.0,2026-07-04,2026-07-04,1,false,false
100000003888271100,100000000580561100,18680.0,2,2,1,0,8500.0,10180.0,2026-07-20,2026-07-24,2,true,true
100000004156082100,100000008733049100,10000.0,1,2,1,2,10000.0,10000.0,2026-07-23,2026-07-23,1,false,false
100000004070318100,100000004158362100,12000.0,1,2,1,2,12000.0,12000.0,2026-07-02,2026-07-02,1,false,false
100000003589877100,100000002605548100,23215.0,1,2,1,1,23215.0,23215.0,2026-07-12,2026-07-12,1,false,true
100000001872484100,100000000785800100,19000.0,1,2,1,2,19000.0,19000.0,2026-07-31,2026-07-31,1,false,false
100000006579678100,100000003016635100,81600.0,1,2,1,0,81600.0,81600.0,2026-07-09,2026-07-09,1,true,true
100000003148220100,100000004971871100,25400.0,3,2,1,0,5700.0,10100.0,2026-07-18,2026-07-23,3,true,true
100000004156082100,100000002956898100,233000.0,1,2,1,2,233000.0,233000.0,2026-07-29,2026-07-29,1,false,false
100000007648946100,100000000489417100,25000.0,1,2,1,2,25000.0,25000.0,2026-07-05,2026-07-05,1,false,false
100000006579678100,100000008389800100,120000.0,1,2,1,2,120000.0,120000.0,2026-07-09,2026-07-09,1,false,false
100000004070318100,100000008603629100,23126.0,2,2,1,2,10000.0,13126.0,2026-07-10,2026-07-15,2,false,false
100000005287097100,100000005572303100,75000.0,1,2,1,2,75000.0,75000.0,2026-07-07,2026-07-07,1,false,false
100000006707582100,100000007998965100,111000.0,2,2,1,2,11000.0,100000.0,2026-07-19,2026-07-20,2,false,false
100000005287097100,100000000490383100,6000.0,1,2,1,2,6000.0,6000.0,2026-07-19,2026-07-19,1,false,false
100000006707582100,100000001287955100,17520.0,1,2,1,2,17520.0,17520.0,2026-07-19,2026-07-19,1,false,false
100000005287097100,100000004150593100,57000.0,2,2,1,2,15000.0,42000.0,2026-07-11,2026-07-11,1,false,false
100000008748914100,100000003684369100,1582700.0,9,2,1,0,55000.0,312000.0,2026-07-23,2026-07-28,5,false,true
100000008188026100,100000002605184100,140000.0,1,2,1,2,140000.0,140000.0,2026-07-29,2026-07-29,1,false,false
100000004070318100,100000004486525100,46877.0,5,2,1,2,5000.0,20526.0,2026-07-01,2026-07-04,4,false,false
100000006518161100,100000003039473100,23000.0,1,2,1,2,23000.0,23000.0,2026-07-19,2026-07-19,1,false,false
100000004692798100,100000000831684100,15000.0,2,2,1,2,5000.0,10000.0,2026-07-23,2026-07-23,1,true,false
100000005287097100,100000000607941100,30000.0,2,2,1,2,5000.0,25000.0,2026-07-27,2026-07-27,1,false,false
100000008560717100,100000005809252100,25000.0,1,2,1,2,25000.0,25000.0,2026-07-30,2026-07-30,1,false,false
100000007639767100,100000008603629100,98250.0,4,2,1,2,20000.0,27000.0,2026-07-18,2026-07-29,3,true,false
100000004403675100,100000005668605100,21000.0,1,2,1,0,21000.0,21000.0,2026-07-20,2026-07-20,1,false,true
100000004325327100,100000002445750100,70000.0,1,2,1,2,70000.0,70000.0,2026-07-05,2026-07-05,1,false,false
100000004390333100,100000005142589100,50000.0,2,2,1,2,25000.0,25000.0,2026-07-26,2026-07-26,1,false,false
100000008165763100,100000006564102100,233235.0,1,2,1,2,233235.0,233235.0,2026-07-23,2026-07-23,1,false,false
100000006707582100,100000002540623100,100000.0,1,2,1,2,100000.0,100000.0,2026-07-21,2026-07-21,1,false,false
100000002991079100,100000008141170100,11000.0,1,2,1,2,11000.0,11000.0,2026-07-06,2026-07-06,1,false,false
100000004351795100,100000008512552100,246100.0,4,2,1,2,47500.0,83000.0,2026-07-14,2026-07-19,4,false,false
100000002306369100,100000008165763100,114000.0,4,2,1,1,20000.0,34000.0,2026-07-22,2026-07-22,1,false,true
100000008188026100,100000002852402100,55000.0,1,2,1,2,55000.0,55000.0,2026-07-30,2026-07-30,1,false,false
100000000089154100,100000005782781100,29700.0,2,2,1,2,10200.0,19500.0,2026-07-10,2026-07-11,2,false,false
100000005584222100,100000000533217100,53587.0,1,2,1,2,53587.0,53587.0,2026-07-15,2026-07-15,1,false,false
100000004156082100,100000003927792100,13067.0,1,2,1,2,13067.0,13067.0,2026-07-31,2026-07-31,1,false,false
100000004135268100,100000004979498100,700000.0,2,2,1,2,200000.0,500000.0,2026-07-10,2026-07-11,2,false,false
100000004076740100,100000005932987100,25000.0,3,2,1,2,5000.0,10000.0,2026-07-07,2026-07-31,3,false,false
100000005074393100,100000005882013100,120000.0,2,2,1,2,10000.0,110000.0,2026-07-24,2026-07-28,2,true,false
100000002838861100,100000002812641100,10000.0,1,2,1,2,10000.0,10000.0,2026-07-20,2026-07-20,1,true,false
100000003004487100,100000002175422100,40000.0,2,2,1,2,20000.0,20000.0,2026-07-16,2026-07-18,2,true,false
100000005074393100,100000006684930100,10000.0,1,2,1,2,10000.0,10000.0,2026-07-27,2026-07-27,1,false,false
100000008748914100,100000006977207100,414000.0,1,2,1,2,414000.0,414000.0,2026-07-23,2026-07-23,1,false,false
100000001162560100,100000002748532100,128783.0,1,2,1,2,128783.0,128783.0,2026-07-07,2026-07-07,1,false,false
100000008748408100,100000005203590100,90000.0,1,2,1,2,90000.0,90000.0,2026-07-26,2026-07-26,1,false,false
100000005339662100,100000008144528100,27860.0,1,2,1,2,27860.0,27860.0,2026-07-16,2026-07-16,1,false,false
100000008193577100,100000000307908100,5000.0,1,2,1,2,5000.0,5000.0,2026-07-16,2026-07-16,1,false,false
100000008188026100,100000004527381100,119333.17,1,2,1,2,119333.17,119333.17,2026-07-29,2026-07-29,1,false,false
100000000607731100,100000004192865100,66666.0,1,2,1,2,66666.0,66666.0,2026-07-01,2026-07-01,1,false,false
100000004403675100,100000003823811100,30000.0,1,2,1,2,30000.0,30000.0,2026-07-19,2026-07-19,1,false,false
100000005505655100,100000001526235100,20000.0,1,2,1,2,20000.0,20000.0,2026-07-08,2026-07-08,1,true,false
100000001530983100,100000004756901100,153248.0,1,2,1,2,153248.0,153248.0,2026-07-03,2026-07-03,1,false,false
100000003888271100,100000000955444100,6910.0,1,2,1,2,6910.0,6910.0,2026-07-03,2026-07-03,1,false,false
100000001530983100,100000002939838100,340000.0,1,2,1,1,340000.0,340000.0,2026-07-22,2026-07-22,1,false,true
100000004759121100,100000006844768100,282000.0,5,2,1,2,12000.0,100000.0,2026-07-01,2026-07-09,5,true,false
100000000089154100,100000008165763100,23300.0,1,2,1,1,23300.0,23300.0,2026-07-12,2026-07-12,1,false,true
100000008137435100,100000008686313100,51400.0,1,2,1,1,51400.0,51400.0,2026-07-31,2026-07-31,1,false,true
100000008169544100,100000003016635100,17300.0,3,2,1,0,5000.0,7000.0,2026-07-11,2026-07-20,2,true,true
100000004847758100,100000005612411100,14000.0,1,2,1,1,14000.0,14000.0,2026-07-26,2026-07-26,1,false,true
100000002781227100,100000008466579100,6952.0,1,2,1,2,6952.0,6952.0,2026-07-21,2026-07-21,1,false,false
100000005287097100,100000000343175100,58800.0,6,2,1,0,5000.0,21000.0,2026-07-03,2026-07-21,4,false,true
100000002731501100,100000004007116100,201960.0,3,2,1,0,20000.0,106960.0,2026-07-04,2026-07-25,2,true,true
100000006579678100,100000000490383100,51600.0,1,2,1,2,51600.0,51600.0,2026-07-08,2026-07-08,1,false,false
100000004351795100,100000002217161100,52900.0,1,2,1,2,52900.0,52900.0,2026-07-30,2026-07-30,1,false,false
100000008443341100,100000008477350100,17000.0,1,2,1,2,17000.0,17000.0,2026-07-16,2026-07-16,1,false,false
100000007544358100,100000003798151100,350000.0,3,2,1,2,100000.0,150000.0,2026-07-04,2026-07-21,3,false,false
100000008304139100,100000008587459100,49000.0,1,2,1,2,49000.0,49000.0,2026-07-15,2026-07-15,1,false,false
100000004005964100,100000002731501100,10000.0,1,2,1,1,10000.0,10000.0,2026-07-12,2026-07-12,1,false,true
100000004315838100,100000004806903100,18000.0,1,2,1,2,18000.0,18000.0,2026-07-01,2026-07-01,1,false,false
100000001697501100,100000008736394100,16000.0,1,2,1,2,16000.0,16000.0,2026-07-20,2026-07-20,1,false,false
100000001872484100,100000002459163100,20180.0,1,2,1,2,20180.0,20180.0,2026-07-17,2026-07-17,1,false,false
100000001380054100,100000006232815100,160000.0,2,2,1,0,50000.0,110000.0,2026-07-13,2026-07-24,2,true,true
100000008686313100,100000000437046100,29200.0,1,2,1,2,29200.0,29200.0,2026-07-20,2026-07-20,1,true,false
100000002781227100,100000008547948100,6468.0,1,2,1,2,6468.0,6468.0,2026-07-21,2026-07-21,1,false,false
100000001697501100,100000008734364100,26200.0,1,2,1,2,26200.0,26200.0,2026-07-20,2026-07-20,1,false,false
100000002592567100,100000004019124100,40000.0,1,2,1,0,40000.0,40000.0,2026-07-12,2026-07-12,1,false,true
100000000089154100,100000008106997100,20600.0,1,2,1,2,20600.0,20600.0,2026-07-22,2026-07-22,1,false,false
100000001380054100,100000001782980100,50000.0,1,2,1,2,50000.0,50000.0,2026-07-04,2026-07-04,1,false,false
100000004759121100,100000005105153100,30000.0,1,2,1,2,30000.0,30000.0,2026-07-02,2026-07-02,1,false,false
100000006788200100,100000005205745100,6000.0,1,2,1,2,6000.0,6000.0,2026-07-19,2026-07-19,1,false,false
100000003148220100,100000006888238100,18000.0,1,2,1,2,18000.0,18000.0,2026-07-08,2026-07-08,1,false,false
100000003923946100,100000001411870100,200000.0,1,2,1,1,200000.0,200000.0,2026-07-16,2026-07-16,1,false,true
100000001162560100,100000004225615100,90000.0,2,2,1,2,20000.0,70000.0,2026-07-02,2026-07-02,1,false,false
100000008165763100,100000006679055100,25000.0,1,2,1,2,25000.0,25000.0,2026-07-15,2026-07-15,1,false,false
100000007442518100,100000002454724100,125000.0,3,2,1,2,25000.0,50000.0,2026-07-13,2026-07-15,3,false,false
100000007639767100,100000007629096100,500000.0,1,2,1,2,500000.0,500000.0,2026-07-30,2026-07-30,1,false,false
100000005339662100,100000005175148100,5000.0,1,2,1,2,5000.0,5000.0,2026-07-23,2026-07-23,1,true,false
100000008748408100,100000000861294100,150000.0,1,2,1,2,150000.0,150000.0,2026-07-28,2026-07-28,1,false,false
100000008748408100,100000002969048100,108470.0,1,2,1,2,108470.0,108470.0,2026-07-31,2026-07-31,1,false,false
100000001697501100,100000008771814100,23700.0,1,2,1,2,23700.0,23700.0,2026-07-29,2026-07-29,1,false,false
100000001697501100,100000007337374100,20000.0,2,2,1,2,10000.0,10000.0,2026-07-13,2026-07-27,2,false,false
100000008003034100,100000005933757100,30000.0,1,2,1,2,30000.0,30000.0,2026-07-06,2026-07-06,1,false,false
100000001697501100,100000006612238100,160000.0,1,2,1,2,160000.0,160000.0,2026-07-22,2026-07-22,1,true,false
100000003809101100,100000005799271100,45000.0,2,2,1,2,10000.0,35000.0,2026-07-07,2026-07-26,2,false,false
100000008686313100,100000008603629100,55500.0,2,2,1,2,27000.0,28500.0,2026-07-25,2026-07-28,2,true,false
100000006707582100,100000002618492100,118500.0,1,2,1,1,118500.0,118500.0,2026-07-21,2026-07-21,1,false,true
100000003589877100,100000003016773100,46555.0,1,2,1,2,46555.0,46555.0,2026-07-13,2026-07-13,1,false,false
100000003616818100,100000004160650100,35100.0,2,2,1,2,7100.0,28000.0,2026-07-23,2026-07-25,2,true,false
100000008172352100,100000000993112100,141000.0,1,2,1,2,141000.0,141000.0,2026-07-20,2026-07-20,1,false,false
100000008748914100,100000008165763100,141000.0,1,2,1,1,141000.0,141000.0,2026-07-23,2026-07-23,1,false,true
100000005287097100,100000005939154100,22000.0,2,2,1,2,7000.0,15000.0,2026-07-07,2026-07-20,2,false,false
100000008748914100,100000000913911100,426000.0,1,2,1,2,426000.0,426000.0,2026-07-27,2026-07-27,1,false,false
100000000089154100,100000008571443100,25000.0,1,2,1,2,25000.0,25000.0,2026-07-22,2026-07-22,1,false,false
100000004070318100,100000003747133100,62964.0,3,2,1,2,14000.0,30964.0,2026-07-10,2026-07-15,3,false,false
100000000267734100,100000003188607100,18000.0,1,2,1,2,18000.0,18000.0,2026-07-26,2026-07-26,1,false,false
100000000089154100,100000003684369100,49500.0,1,2,1,0,49500.0,49500.0,2026-07-16,2026-07-16,1,false,true
100000002306369100,100000008477350100,35000.0,1,2,1,2,35000.0,35000.0,2026-07-24,2026-07-24,1,false,false
100000001697501100,100000008478414100,10000.0,1,2,1,2,10000.0,10000.0,2026-07-24,2026-07-24,1,false,false
100000002938501100,100000000490383100,5000.0,1,2,1,2,5000.0,5000.0,2026-07-06,2026-07-06,1,false,false
