src,dst,date,amount,channel
c3_kassa_zp,c3_klad_arman,2026-07-28,55000,intra
c3_kassa_zp,c3_klad_madi,2026-07-28,36000,intra
c3_kassa_zp,c3_klad_erlan,2026-07-28,29500,intra
c3_kassa_zp,c3_kurier_timur,2026-07-28,65000,intra
c3_kassa_zp,c3_klad_yerbol,2026-07-29,29000,intra
c3_kassa_zp,c3_klad_askar,2026-07-29,38000,intra
c3_kassa_zp,c3_klad_dauren,2026-07-29,24000,intra
c3_kassa_zp,c3_kurier_ruslan,2026-07-29,30000,intra
c3_kassa_zp,hub_grocery_3,2026-07-16,2140,intra
c3_verbovshik_ilyas,hub_gym,2026-07-02,20000,intra
c3_verbovshik_ilyas,c3_drop_aruzhan,2026-07-04,15000,intra
c3_verbovshik_ilyas,c3_drop_beka,2026-07-04,12000,intra
c3_verbovshik_ilyas,c3_drop_dana,2026-07-04,10000,intra
c3_verbovshik_ilyas,c3_drop_samat,2026-07-04,15000,intra
c3_verbovshik_ilyas,c3_drop_nazerke,2026-07-05,10000,intra
c3_verbovshik_ilyas,c3_drop_zhanibek,2026-07-05,10000,intra
c3_verbovshik_ilyas,c3_drop_zhanna,2026-07-05,12000,intra
c3_verbovshik_ilyas,c3_drop_ilya,2026-07-05,15000,intra
c3_verbovshik_ilyas,c3_drop_moldir,2026-07-05,10000,intra
c3_verbovshik_ilyas,c3_drop_askhat,2026-07-06,12000,intra
c3_verbovshik_ilyas,c3_drop_tomiris,2026-07-06,10000,intra
c3_verbovshik_ilyas,c3_drop_kanat,2026-07-06,15000,intra
c3_verbovshik_ilyas,c3_drop_vlad,2026-07-06,15000,intra
c3_verbovshik_ilyas,c3_drop_saule,2026-07-06,12000,intra
c3_verbovshik_ilyas,c3_drop_ersultan,2026-07-07,10000,intra
c3_verbovshik_ilyas,c3_drop_gulnaz,2026-07-07,15000,intra
c3_verbovshik_ilyas,c3_drop_miras,2026-07-07,10000,intra
c3_verbovshik_ilyas,hub_cafe_2,2026-07-09,9600,intra
c3_verbovshik_ilyas,hub_taxi_park,2026-07-11,3200,intra
c3_verbovshik_ilyas,c3_drop_ersultan,2026-07-21,20000,intra
c3_verbovshik_ilyas,c3_drop_gulnaz,2026-07-21,18000,intra
c3_verbovshik_ilyas,c3_drop_saule,2026-07-22,15000,intra
c3_verbovshik_ilyas,c3_drop_vlad,2026-07-22,15000,intra
c3_verbovshik_ilyas,c3_drop_tomiris,2026-07-22,12000,intra
c3_verbovshik_ilyas,c3_drop_dilnaz,2026-07-25,5000,intra
c3_verbovshik_ilyas,x_p2p_trader_2,2026-07-29,40000,intra
c3_verbovshik_ilyas,c3_drop_aruzhan,2026-08-03,15000,intra
c3_verbovshik_ilyas,c3_drop_beka,2026-08-03,12000,intra
c3_verbovshik_ilyas,c3_drop_dilnaz,2026-08-03,10000,intra
c3_mama_arman,hub_grocery_2,2026-07-11,8450,intra
c3_mama_arman,hub_pharmacy,2026-07-14,6200,intra
c3_mama_arman,c3_sestra_arman,2026-07-15,20000,intra
c3_mama_arman,hub_grocery_2,2026-07-22,3900,intra
c3_sestra_arman,hub_tutor_center,2026-07-17,35000,intra
c3_sestra_arman,hub_cafe_2,2026-07-24,4500,intra
c3_drug_madi,hub_cafe_1,2026-07-20,6000,intra
c3_drug_madi,c3_klad_madi,2026-07-30,8000,intra
c3_zhena_timur,hub_grocery_3,2026-07-07,18700,intra
c3_zhena_timur,hub_pharmacy,2026-07-08,9400,intra
c3_zhena_timur,hub_bazaar_stall_1,2026-07-21,26000,intra
c3_zhena_timur,hub_grocery_3,2026-07-22,12350,intra
c3_zhena_timur,hub_tutor_center,2026-07-23,25000,intra
c3_mama_sanzhar,hub_pharmacy,2026-07-26,7800,intra
c3_mama_yerbol,hub_grocery_4,2026-07-06,11200,intra
c3_mama_yerbol,c3_klad_yerbol,2026-07-20,5000,intra
c3_mama_yerbol,hub_grocery_4,2026-07-27,9600,intra
c3_mama_aibek,hub_grocery_2,2026-07-13,3750,intra
c3_zhena_ruslan,hub_grocery_2,2026-07-04,14300,intra
c3_zhena_ruslan,hub_beauty_salon,2026-07-11,12000,intra
c3_zhena_ruslan,hub_wedding_hall,2026-07-25,150000,intra
c3_zhena_ruslan,hub_pharmacy,2026-07-26,4100,intra
c3_mama_zhanna,hub_grocery_4,2026-07-13,5600,intra
c3_mama_aruzhan,c3_drop_aruzhan,2026-07-01,30000,intra
c3_mama_aruzhan,hub_grocery_2,2026-07-03,12400,intra
c3_mama_aruzhan,hub_pharmacy,2026-07-10,5800,intra
c3_mama_aruzhan,c3_brat_aruzhan,2026-07-12,15000,intra
c3_mama_aruzhan,c3_drop_aruzhan,2026-07-15,25000,intra
c3_mama_aruzhan,hub_grocery_2,2026-07-24,9300,intra
c3_brat_aruzhan,hub_gym,2026-07-13,18000,intra
c3_brat_aruzhan,ext_kaspi_friend_3,2026-07-20,5000,inter
c3_brat_aruzhan,hub_cafe_1,2026-07-28,4100,intra
c3_podruga_aruzhan,hub_cafe_2,2026-07-25,3600,intra
c3_drug_beka,hub_taxi_park,2026-07-14,12000,intra
c3_drug_beka,c3_drop_beka,2026-07-28,10000,intra
c3_papa_beka,c3_drop_beka,2026-07-02,20000,intra
c3_papa_beka,hub_auto_parts,2026-07-18,38000,intra
c3_papa_beka,hub_grocery_2,2026-07-27,16800,intra
c3_student_alina,c3_hozyaika_raushan,2026-07-02,45000,intra
c3_student_kamshat,c3_hozyaika_raushan,2026-07-03,45000,intra
c3_student_alina,c3_starosta_madina,2026-07-07,12000,intra
c3_student_kamshat,c3_starosta_madina,2026-07-08,12000,intra
c3_student_alina,hub_grocery_3,2026-07-09,2600,intra
c3_student_kamshat,hub_beauty_salon,2026-07-18,6000,intra
c3_student_alina,c3_hozyaika_raushan,2026-08-01,45000,intra
c3_student_kamshat,c3_hozyaika_raushan,2026-08-03,45000,intra
c3_hozyaika_raushan,c3_syn_raushan,2026-07-05,60000,intra
c3_hozyaika_raushan,hub_pharmacy,2026-07-06,8900,intra
c3_hozyaika_raushan,hub_grocery_3,2026-07-09,13400,intra
c3_hozyaika_raushan,ext_astana_su_kommunal,2026-07-10,18600,inter
c3_hozyaika_raushan,hub_grocery_3,2026-07-23,7700,intra
c3_hozyaika_raushan,c3_syn_raushan,2026-07-25,40000,intra
c3_syn_raushan,hub_auto_parts,2026-07-08,22000,intra
c3_syn_raushan,hub_cafe_1,2026-07-26,7300,intra
c3_mama_dana,c3_drop_dana,2026-07-01,20000,intra
c3_mama_dana,c3_drop_dana,2026-07-16,15000,intra
c3_mama_dana,hub_grocery_1,2026-07-22,7900,intra
c3_mama_dana,c3_sestra_dana,2026-07-22,10000,intra
c3_sestra_dana,hub_tutor_center,2026-07-24,30000,intra
c3_zhena_samat,hub_grocery_4,2026-07-06,13900,intra
c3_zhena_samat,hub_pharmacy,2026-07-12,6700,intra
c3_zhena_samat,c3_mama_samat,2026-07-20,10000,intra
c3_zhena_samat,hub_bazaar_stall_1,2026-07-21,15500,intra
c3_mama_samat,hub_grocery_4,2026-07-22,4300,intra
c3_apa_nazerke,c3_drop_nazerke,2026-07-11,20000,intra
c3_apa_nazerke,hub_pharmacy,2026-07-12,11200,intra
c3_mama_zhanibek,c3_drop_zhanibek,2026-07-01,25000,intra
c3_mama_zhanibek,hub_grocery_1,2026-07-15,8600,intra
c3_mama_ilya,hub_pharmacy,2026-07-14,9100,intra
c3_mama_ilya,hub_grocery_2,2026-07-21,6300,intra
c3_sestra_moldir,c3_drop_moldir,2026-07-09,15000,intra
c3_sestra_moldir,hub_beauty_salon,2026-07-16,9000,intra
c3_sestra_moldir,hub_grocery_1,2026-07-23,5200,intra
c3_mama_askhat,hub_grocery_2,2026-07-29,7100,intra
c3_mama_tomiris,c3_drop_tomiris,2026-07-01,20000,intra
c3_mama_tomiris,hub_grocery_4,2026-07-18,6500,intra
c3_drug_kanat,hub_bazaar_stall_3,2026-07-29,9000,intra
c3_papa_vlad,c3_drop_vlad,2026-07-03,30000,intra
c3_papa_vlad,hub_auto_parts,2026-07-10,56000,intra
c3_papa_vlad,hub_grocery_4,2026-07-17,11900,intra
c3_mama_saule,hub_grocery_3,2026-07-21,9800,intra
c3_mama_saule,c3_drop_saule,2026-07-28,10000,intra
c3_drug_ersultan,hub_cafe_1,2026-07-15,5000,intra
c3_mama_gulnaz,hub_grocery_1,2026-07-20,12600,intra
c3_mama_gulnaz,hub_pharmacy,2026-07-21,4300,intra
c3_zhena_bolat,hub_beauty_salon,2026-07-08,25000,intra
c3_zhena_bolat,hub_grocery_4,2026-07-09,21300,intra
c3_zhena_bolat,hub_bazaar_stall_1,2026-07-12,17500,intra
c3_zhena_bolat,hub_furniture,2026-07-23,95000,intra
c3_zhena_bolat,c3_mama_zhena_bolat,2026-07-24,30000,intra
c3_mama_zhena_bolat,hub_pharmacy,2026-07-26,8800,intra
c3_mama_kamila,hub_grocery_2,2026-07-19,6900,intra
c3_mama_kairat,hub_wedding_hall,2026-07-12,250000,intra
c3_mama_kairat,hub_pharmacy,2026-07-13,12400,intra
c3_mama_kairat,hub_grocery_2,2026-07-14,18600,intra
c3_drop_dilnaz,hub_grocery_1,2026-07-26,3400,intra
c3_drop_dilnaz,hub_cafe_2,2026-08-04,5100,intra
ext_glovo_payout,c3_ip_zhanar_dostavka,2026-07-06,480000,inter
ext_glovo_payout,c3_ip_zhanar_dostavka,2026-07-13,520000,inter
ext_glovo_payout,c3_ip_zhanar_dostavka,2026-07-20,455000,inter
ext_glovo_payout,c3_ip_zhanar_dostavka,2026-07-27,510000,inter
c3_ip_zhanar_dostavka,hub_landlord_3,2026-07-01,180000,intra
c3_ip_zhanar_dostavka,c3_drop_samat,2026-07-07,54300,intra
c3_ip_zhanar_dostavka,c3_drop_askhat,2026-07-07,41800,intra
c3_ip_zhanar_dostavka,c3_dostavshik_erbolat,2026-07-07,67200,intra
c3_ip_zhanar_dostavka,c3_dostavshik_ainur,2026-07-07,48900,intra
c3_ip_zhanar_dostavka,c3_dostavshik_dias,2026-07-07,59100,intra
c3_ip_zhanar_dostavka,c3_dostavshik_zhenis,2026-07-07,36400,intra
c3_ip_zhanar_dostavka,c3_dostavshik_olzhas,2026-07-07,62700,intra
c3_ip_zhanar_dostavka,c3_drop_samat,2026-07-14,49600,intra
c3_ip_zhanar_dostavka,c3_drop_askhat,2026-07-14,45300,intra
c3_ip_zhanar_dostavka,c3_dostavshik_erbolat,2026-07-14,71800,intra
c3_ip_zhanar_dostavka,c3_dostavshik_ainur,2026-07-14,52400,intra
c3_ip_zhanar_dostavka,c3_dostavshik_dias,2026-07-14,55000,intra
c3_ip_zhanar_dostavka,c3_dostavshik_zhenis,2026-07-14,39900,intra
c3_ip_zhanar_dostavka,c3_dostavshik_olzhas,2026-07-14,58300,intra
c3_ip_zhanar_dostavka,hub_phone_shop,2026-07-17,34990,intra
c3_ip_zhanar_dostavka,c3_drop_samat,2026-07-21,61200,intra
c3_ip_zhanar_dostavka,c3_drop_askhat,2026-07-21,38700,intra
c3_ip_zhanar_dostavka,c3_dostavshik_erbolat,2026-07-21,64900,intra
c3_ip_zhanar_dostavka,c3_dostavshik_ainur,2026-07-21,47100,intra
c3_ip_zhanar_dostavka,c3_dostavshik_dias,2026-07-22,60800,intra
c3_ip_zhanar_dostavka,c3_dostavshik_zhenis,2026-07-22,42600,intra
c3_ip_zhanar_dostavka,c3_dostavshik_olzhas,2026-07-22,66100,intra
c3_ip_zhanar_dostavka,ext_kgd_nalog,2026-07-25,95000,inter
c3_ip_zhanar_dostavka,c3_drop_samat,2026-07-28,46800,intra
c3_ip_zhanar_dostavka,c3_drop_askhat,2026-07-28,44200,intra
c3_ip_zhanar_dostavka,c3_dostavshik_erbolat,2026-07-28,69500,intra
c3_ip_zhanar_dostavka,c3_dostavshik_ainur,2026-07-28,50300,intra
c3_ip_zhanar_dostavka,c3_dostavshik_dias,2026-07-28,57600,intra
c3_ip_zhanar_dostavka,c3_dostavshik_zhenis,2026-07-29,35800,intra
c3_ip_zhanar_dostavka,c3_dostavshik_olzhas,2026-07-29,60900,intra
c3_dostavshik_erbolat,hub_taxi_park,2026-07-08,12000,intra
c3_dostavshik_erbolat,c3_ip_zhanar_dostavka,2026-07-12,27400,intra
c3_dostavshik_erbolat,hub_grocery_2,2026-07-24,5300,intra
c3_dostavshik_ainur,hub_landlord_4,2026-07-01,85000,intra
c3_dostavshik_ainur,hub_grocery_3,2026-07-09,8700,intra
c3_dostavshik_ainur,hub_beauty_salon,2026-07-25,7000,intra
c3_dostavshik_dias,hub_gym,2026-07-15,15000,intra
c3_dostavshik_dias,c3_ip_zhanar_dostavka,2026-07-19,19800,intra
c3_dostavshik_zhenis,hub_grocery_1,2026-07-16,4800,intra
c3_dostavshik_zhenis,x_p2p_trader_1,2026-07-22,20000,intra
c3_dostavshik_olzhas,hub_auto_parts,2026-07-10,23500,intra
c3_dostavshik_olzhas,c3_ip_zhanar_dostavka,2026-07-26,31200,intra
c3_dostavshik_olzhas,hub_cafe_1,2026-07-30,3700,intra
c3_student_nurbol,c3_starosta_madina,2026-07-07,12000,intra
c3_student_aigerim,c3_starosta_madina,2026-07-09,6000,intra
c3_student_dias_k,c3_starosta_madina,2026-07-09,12000,intra
c3_student_aigerim,c3_starosta_madina,2026-07-16,6000,intra
c3_starosta_madina,hub_tutor_center,2026-07-10,96000,intra
c3_starosta_madina,hub_cafe_2,2026-07-12,4800,intra
c3_student_nurbol,hub_grocery_1,2026-07-18,3300,intra
c3_student_dias_k,hub_gym,2026-07-20,15000,intra
