src,dst,date,amount,channel
c2_kur_ernar,hub_cafe_1,2026-07-19,6100,intra
c2_kur_ernar,hub_gym,2026-07-22,15000,intra
c2_ernar_mother_ainur,hub_grocery_3,2026-07-13,12800,intra
c2_ernar_mother_ainur,hub_bazaar_stall_2,2026-07-25,34000,intra
c2_ernar_mother_ainur,hub_pharmacy,2026-07-18,4300,intra
c2_drop_dana,hub_beauty_salon,2026-07-13,21000,intra
c2_drop_dana,c2_dana_mother_lyazzat,2026-07-20,25000,intra
c2_drop_dana,hub_bazaar_stall_1,2026-07-27,16500,intra
c2_drop_dana,hub_cafe_1,2026-07-06,3800,intra
c2_dana_mother_lyazzat,hub_grocery_4,2026-07-22,13900,intra
c2_dana_mother_lyazzat,hub_pharmacy,2026-07-29,7200,intra
c2_drop_bekzat,c2_bekzat_roommate_adil,2026-07-01,45000,intra
c2_drop_bekzat,hub_cafe_2,2026-07-17,9500,intra
c2_drop_bekzat,hub_phone_shop,2026-07-28,12000,intra
c2_drop_bekzat,hub_taxi_park,2026-07-15,2100,intra
c2_bekzat_roommate_adil,hub_landlord_1,2026-07-02,90000,intra
c2_bekzat_roommate_adil,hub_grocery_1,2026-07-06,11350,intra
c2_bekzat_roommate_adil,ext_adil_parents,2026-07-19,20000,inter
c2_kur_aibek,c2_aibek_wife_kamila,2026-07-06,40000,intra
c2_kur_aibek,c2_aibek_wife_kamila,2026-07-14,35000,intra
c2_kur_aibek,c2_aibek_wife_kamila,2026-07-23,45000,intra
c2_kur_aibek,hub_auto_parts,2026-07-16,33500,intra
c2_kur_aibek,hub_grocery_2,2026-07-08,11800,intra
c2_aibek_wife_kamila,hub_grocery_2,2026-07-09,16400,intra
c2_aibek_wife_kamila,hub_pharmacy,2026-07-17,5900,intra
c2_aibek_wife_kamila,hub_tutor_center,2026-07-24,25000,intra
c2_aibek_wife_kamila,ext_kamila_mother,2026-07-26,15000,inter
c2_kur_temirlan,c2_temirlan_friend_sanzhar,2026-07-09,25000,intra
c2_kur_temirlan,c2_temirlan_friend_sanzhar,2026-07-20,15000,intra
c2_kur_temirlan,hub_taxi_park,2026-07-03,21000,intra
c2_kur_temirlan,hub_taxi_park,2026-07-17,21000,intra
c2_kur_temirlan,hub_cafe_2,2026-07-23,5400,intra
c2_temirlan_friend_sanzhar,hub_gym,2026-07-10,20000,intra
c2_temirlan_friend_sanzhar,c2_kur_temirlan,2026-07-31,10000,intra
c2_temirlan_friend_sanzhar,hub_phone_shop,2026-07-26,7500,intra
c2_himbyt_supplier,c2_himbyt_loader_samat,2026-07-10,165000,intra
c2_himbyt_supplier,c2_himbyt_cashier_aliya,2026-07-10,150000,intra
c2_himbyt_supplier,hub_landlord_4,2026-07-03,250000,intra
c2_himbyt_supplier,ext_manufacturer_almaty,2026-07-07,1450000,inter
c2_himbyt_supplier,ext_manufacturer_almaty,2026-07-21,1380000,inter
c2_himbyt_supplier,hub_auto_parts,2026-07-18,42000,intra
c2_himbyt_supplier,c2_himbyt_loader_samat,2026-07-25,40000,intra
c2_himbyt_supplier,ext_tax_kgd,2026-07-24,96300,inter
ext_stall_owner_01,c2_himbyt_supplier,2026-07-02,143200,intra
ext_stall_owner_02,c2_himbyt_supplier,2026-07-06,97500,inter
ext_stall_owner_03,c2_himbyt_supplier,2026-07-09,211800,intra
ext_stall_owner_01,c2_himbyt_supplier,2026-07-16,156900,intra
ext_stall_owner_04,c2_himbyt_supplier,2026-07-19,88400,inter
ext_stall_owner_03,c2_himbyt_supplier,2026-07-23,187650,intra
ext_stall_owner_05,c2_himbyt_supplier,2026-07-28,124000,intra
c2_himbyt_loader_samat,hub_grocery_1,2026-07-11,14700,intra
c2_himbyt_loader_samat,ext_samat_wife,2026-07-11,60000,inter
c2_himbyt_loader_samat,hub_taxi_park,2026-07-26,3300,intra
c2_himbyt_cashier_aliya,hub_beauty_salon,2026-07-13,12000,intra
c2_himbyt_cashier_aliya,hub_tutor_center,2026-07-15,30000,intra
c2_himbyt_cashier_aliya,hub_grocery_3,2026-07-12,9650,intra
c2_rynok_admin,c2_rynok_guard_kairat,2026-07-10,140000,intra
c2_rynok_admin,ext_akimat_land_lease,2026-07-15,600000,inter
c2_rynok_admin,hub_construction_firm,2026-07-20,480000,intra
c2_rynok_admin,ext_utility_energo,2026-07-08,213600,inter
ext_stall_owner_01,c2_rynok_admin,2026-07-01,85000,intra
ext_stall_owner_02,c2_rynok_admin,2026-07-01,85000,inter
ext_stall_owner_03,c2_rynok_admin,2026-07-02,120000,intra
ext_stall_owner_04,c2_rynok_admin,2026-07-03,85000,inter
ext_stall_owner_05,c2_rynok_admin,2026-07-03,65000,intra
ext_stall_owner_06,c2_rynok_admin,2026-07-06,85000,intra
c2_rynok_guard_kairat,hub_grocery_3,2026-07-12,18200,intra
c2_rynok_guard_kairat,hub_pharmacy,2026-07-19,6800,intra
c2_rynok_guard_kairat,ext_kairat_son,2026-07-21,25000,inter
c2_bakyt_helper,c2_bakyt_mother_sholpan,2026-07-06,20000,intra
c2_bakyt_helper,c2_bakyt_mother_sholpan,2026-07-16,25000,intra
c2_bakyt_helper,hub_cafe_1,2026-07-15,3500,intra
c2_bakyt_helper,hub_phone_shop,2026-07-26,22000,intra
c2_bakyt_mother_sholpan,hub_pharmacy,2026-07-08,9300,intra
c2_bakyt_mother_sholpan,hub_grocery_4,2026-07-18,11600,intra
c2_cm_erzhan,c2_cm_timur,2026-07-10,15000,intra
c2_cm_dias,c2_cm_timur,2026-07-11,15000,intra
c2_cm_gaukhar,c2_cm_timur,2026-07-11,15000,intra
ext_classmate_1,c2_cm_timur,2026-07-11,15000,intra
c2_cm_zarina,c2_cm_timur,2026-07-12,15000,inter
c2_cm_aidana,c2_cm_timur,2026-07-12,15000,intra
ext_classmate_2,c2_cm_timur,2026-07-13,20000,inter
c2_cm_rustem,c2_cm_timur,2026-07-14,15000,intra
c2_cm_timur,hub_cafe_2,2026-07-15,50000,intra
c2_cm_timur,hub_cafe_2,2026-07-18,92500,intra
c2_cm_timur,ext_flowers_shop,2026-07-18,18000,inter
c2_cm_timur,hub_gym,2026-07-06,20000,intra
c2_cm_timur,c2_timur_wife_ayim,2026-07-08,60000,intra
c2_cm_timur,c2_cm_rustem,2026-07-21,7500,intra
c2_timur_wife_ayim,hub_beauty_salon,2026-07-19,15000,intra
c2_timur_wife_ayim,hub_grocery_2,2026-07-22,22400,intra
c2_cm_dias,hub_landlord_2,2026-07-10,75000,intra
c2_cm_dias,hub_gym,2026-07-20,18000,intra
c2_cm_erzhan,hub_auto_parts,2026-07-22,26000,intra
c2_cm_gaukhar,hub_beauty_salon,2026-07-24,11500,intra
c2_cm_rustem,hub_grocery_1,2026-07-19,9900,intra
c2_cm_aidana,hub_tutor_center,2026-07-21,40000,intra
c2_cm_zarina,ext_zarina_almaty_rent,2026-07-01,280000,inter
c2_serik_coord,c2_cm_erzhan,2026-07-08,25000,intra
c2_aigul_wife,c2_cm_gaukhar,2026-07-16,12500,intra
c2_kanat_brother,c2_cm_rustem,2026-07-09,18000,intra
c2_zhanar_bolat_wife,c2_cm_aidana,2026-07-06,14000,intra
c2_ernar_mother_ainur,c2_rynok_admin,2026-07-02,65000,intra
c2_ernar_mother_ainur,c2_himbyt_supplier,2026-07-09,118400,intra
c2_ernar_mother_ainur,c2_himbyt_supplier,2026-07-23,96750,intra
c2_dana_mother_lyazzat,c2_rynok_admin,2026-07-01,85000,intra
c2_dana_mother_lyazzat,c2_himbyt_supplier,2026-07-14,142300,intra
c2_neighbor_maira,c2_rynok_admin,2026-07-03,65000,intra
ext_customer_16,c2_ernar_mother_ainur,2026-07-11,6400,intra
ext_customer_17,c2_dana_mother_lyazzat,2026-07-18,9150,inter
