gid,handle,functional_role,involvement,archetype,note
100000001926488100,h_seller_alina,peripheral,legit,продавщица телефонов,зарплата плюс процент
100000006403174100,h_owner_yerzhan,terminal,legit,владелец магазина телефонов,личная карта
100000007074213100,ext_refund_cust_phone_a,undeclared,undeclared,,
100000001782593100,ext_refund_cust_phone_b,undeclared,undeclared,,
100000008414071100,h_ll3_grandson_denis,peripheral,legit,внук Ларисы,студент
100000008973122100,h_repairman_sultanbek,peripheral,legit,мастер по ремонту квартир,ремонт у арендодателей
100000006092674100,c1_carwash_w_nurzhan,peripheral,legit,мойщик,"зарплата с мойки, аренда, мама"
100000005061048100,c1_carwash_w_bauyrzhan,peripheral,legit,мойщик,зарплата с мойки
100000007041575100,c1_carwash_w_sergey,peripheral,legit,мойщик,зарплата с мойки
100000003528510100,c1_carwash_w_yerassyl,peripheral,legit,мойщик,зарплата с мойки
100000007110769100,c1_carwash_w_kuat,peripheral,legit,мойщик,"зарплата с мойки, выкуп из ломбарда"
100000007210244100,h_supplier_autoparts,terminal,legit,оптовик запчастей,продаёт запчасти СТО
100000000505543100,h_mechanic_askar,peripheral,legit,автомеханик,СТО Каната
100000008969832100,h_mechanic_dimash,peripheral,legit,автомеханик,СТО Каната
100000007469937100,h_owner_kanat,terminal,legit,владелец СТО,личная карта
100000008814954100,h_supplier_bread,consolidator,legit,пекарня,хлеб и лаваш магазинам и донерной
100000004735303100,h_seller_asel,peripheral,legit,продавщица,магазин 4
100000006810639100,h_premises_gaukhar,terminal,legit,владелица помещения,сдаёт помещение донерной и магазину 4
100000002382704100,h_owner_nurlan,peripheral,legit,владелец магазина,небольшой вывод прибыли; живёт скромно
100000001834534100,c1_aigerim_mother_klara,peripheral,legit,тёща закладчика,"аптека, помогает сыну"
100000000208696100,h_car_seller_meiram,terminal,legit,частный продавец авто,продал машину перекупу
100000007112237100,h_detailer_rafael,peripheral,legit,детейлер,полирует машины перекупа
100000008035249100,h_car_seller_olga,terminal,legit,частная продавщица авто,продала машину перекупу
100000007036305100,h_dealer_wife_zhanar,peripheral,legit,жена перекупа,семейные траты
100000005173658100,h_car_seller_kenes,terminal,legit,частный продавец авто,продал машину перекупу
100000002475120100,h_worker_azamat,peripheral,legit,рабочий,стройфирма
100000000765297100,h_cook_ruslan,peripheral,legit,повар донерной,зарплата раз в неделю
100000003157483100,h_cashier_kristina,peripheral,legit,кассир донерной,зарплата раз в неделю
100000002527940100,h_owner_serik,terminal,legit,владелец донерной,личная карта
100000002673740100,c1_yerbol_brother_serikbay,peripheral,legit,дядя,"ломбард, помогает дочери"
100000003713844100,c1_marat_wife_dinara,peripheral,legit,жена куратора,хозяйство и помощь маме
100000007691934100,c1_yerlan_mother_sholpan,peripheral,legit,мать друга,"продукты, одолжила соседке"
100000004365645100,h_trainer_arsen,peripheral,legit,тренер,фитнес-клуб
100000003498719100,h_trainer_togzhan,peripheral,legit,тренер,фитнес-клуб
100000007017187100,h_trainer_kirill,peripheral,legit,тренер,фитнес-клуб
100000000378351100,h_admin_gym_ainur,peripheral,legit,администратор фитнеса,фитнес-клуб
100000005678174100,h_owner_zhandos,peripheral,legit,владелец фитнес-клуба,личная карта
100000008193199100,ext_refund_cust_gym,undeclared,undeclared,,
100000004264103100,c1_lyazzat_daughter_moldir,peripheral,legit,сестра закладчика,"студентка, билеты на концерт с подругой"
100000005353427100,ext_bauyrzhan_k,undeclared,undeclared,,
100000007668364100,ext_ainur_s,undeclared,undeclared,,
100000002435382100,c4_trader1_vadim,transit,criminal,вторая карта трейдера,партнёр трейдера 1: получает крупные суммы и раздаёт продавцам USDT
100000003525229100,c4_client_aizhan,peripheral,legit,фрилансер,продаёт USDT (оплата от зарубежных заказчиков) обоим трейдерам; аренда и быт
100000003862571100,ext_dmitriy_p,undeclared,undeclared,,
100000000443907100,ext_asel_m,undeclared,undeclared,,
100000006974123100,ext_nursultan_zh,undeclared,undeclared,,
100000001827491100,ext_viktoriya_l,undeclared,undeclared,,
100000005418960100,c4_client_miras,peripheral,legit,IT-специалист,получает зарплату в USDT и продаёт трейдерам; ипотека в другом банке
100000000809531100,ext_yerkebulan_a,undeclared,undeclared,,
100000003057184100,ext_dilnaz_o,undeclared,undeclared,,
100000000319318100,ext_igor_v,undeclared,undeclared,,
100000008780041100,ext_maksim_r,undeclared,undeclared,,
100000007940770100,ext_kuanysh_t,undeclared,undeclared,,
100000007595677100,c4_client_gaukhar,peripheral,legit,жена работника за рубежом,продаёт USDT присланные мужем; помогает матери
100000002844902100,ext_alina_b,undeclared,undeclared,,
100000004288321100,ext_zhandos_m,undeclared,undeclared,,
100000000546337100,ext_sergey_k,undeclared,undeclared,,
100000003990335100,ext_aruzhan_n,undeclared,undeclared,,
100000008667542100,ext_timur_zh,undeclared,undeclared,,
100000005117975100,ext_moldir_s,undeclared,undeclared,,
100000000375151100,c4_boss_wife_dana,terminal,criminal,жена-номинал,оформляет квартиру на себя: получает от мужа и P2P-трейдера и платит застройщику 12 млн в другой банк
100000007358337100,ext_ruslan_t,undeclared,undeclared,,
100000005588197100,ext_anel_k,undeclared,undeclared,,
100000007607836100,ext_meruyert_a,undeclared,undeclared,,
100000002184707100,ext_daniyar_b,undeclared,undeclared,,
100000005660344100,ext_nazerke_zh,undeclared,undeclared,,
100000006076439100,ext_aleksandr_m,undeclared,undeclared,,
100000007693530100,ext_bekzhan_o,undeclared,undeclared,,
100000008096822100,h_borrower_saltanat,peripheral,legit,заёмщица ломбарда,заложила золото; вернула займ
100000004443086100,h_borrower_kostya,peripheral,legit,заёмщик ломбарда,заложил ноутбук
100000003306014100,h_borrower_aizhan,peripheral,legit,заёмщица ломбарда,заложила серьги до зарплаты
100000005236718100,h_driver_farkhad,peripheral,legit,водитель такси,получает выручку; берёт займ в ломбарде
100000000140729100,h_borrower_nurik,peripheral,legit,заёмщик ломбарда,заложил телефон
100000005028927100,h_worker_bolat,peripheral,legit,рабочий-каменщик,зарплата и аванс от стройфирмы; содержит жену
100000005173952100,h_borrower_bekzhan,peripheral,legit,заёмщик ломбарда,заложил инструмент
100000008971100100,h_worker_ruslan,peripheral,legit,сварщик,стройфирма
100000006831712100,h_borrower_marina,peripheral,legit,заёмщица ломбарда,заложила кольцо
100000005901542100,h_appraiser_elmira,peripheral,legit,оценщица ломбарда,зарплата
100000008368190100,h_owner_igor,terminal,legit,владелец ломбарда,личная карта
100000005218587100,h_seller_madina,peripheral,legit,продавщица,дневная смена магазина 3
100000006385640100,h_seller_erlan,peripheral,legit,продавец,ночная смена магазина 3
100000002814892100,h_owner_svetlana,terminal,legit,владелица магазина,выводит прибыль; помогает сыну
100000003478925100,c1_azamat_classmate_beibit,peripheral,legit,одноклассник,кафе
100000004583184100,h_ll4_sister_roza,peripheral,legit,сестра Серика,присматривает за квартирой за вознаграждение
100000001060670100,c1_diana_mother_elmira,peripheral,legit,мать,"продукты, сыну"
100000002850684100,c1_vlad_mother_irina,peripheral,legit,мать закладчика,аптека
100000001302989100,h_ll1_son_nurdaulet,peripheral,legit,сын арендодателя,получает помощь от отца
100000001081939100,h_ll1_daughter_zarema,peripheral,legit,дочь арендодателя,получает помощь на детей
100000002695278100,hub_wedding_hall,consolidator,legit,тойхана,предоплаты за тои; разовые выплаты официантам тамаде и декору
100000000041785100,c2_asem_kanat_wife,peripheral,legit,жена брата,получает от мужа на хозяйство; взнос на той свекрови
100000008493663100,c2_cm_rustem,peripheral,legit,одноклассник-мастер,ставит кондиционеры; взнос на встречу
100000007669950100,c2_rynok_admin,consolidator,legit,администрация рынка,собирает аренду мест со всех точек; платит охране и акимату
100000002309367100,c2_himbyt_supplier,consolidator,legit,оптовик бытовой химии,легальный поставщик: собирает оплату с многих точек рынка; платит зарплаты и фабрике в Алматы
100000006991552100,h_supplier_textile,terminal,legit,оптовик тканей и одежды,Зульфия берёт у него товар
100000000789265100,h_helper_kamila,peripheral,legit,помощница на рынке,продаёт одежду на точке Зульфии
100000006110516100,h_owner_zulfiya,terminal,legit,владелица точки на рынке,выручка с одежды на личную карту
100000006752102100,ext_refund_cust_stall1,undeclared,undeclared,,
100000005203414100,c2_kur_aibek,peripheral,criminal,курьер-семьянин,получает оплату от Серика и сдаёт выручку; содержит жену
100000004058550100,c2_kur_temirlan,peripheral,criminal,курьер-таксист,получает от Серика и сдаёт выручку Канату; параллельно таксует
100000004618879100,c2_aigul_wife,terminal,criminal,жена-кошелёк,получает крупные суммы от мужа и тратит на семью; мебель и золото; часть уводит на депозит в другой банк
100000007036426100,c2_roza_mother,terminal,criminal,мать-хранительница,держит деньги сына на пенсионной карте; собирает взносы родни на той и платит тойхане; одалживает дочери
100000002678921100,c2_alibek_son,peripheral,legit,сын-жених,сын координатора; получает от отца и бабушки на свадьбу и тратит
100000004614220100,c2_bolat_cousin,peripheral,legit,двоюродный брат-таксист,занял у Серика на ремонт мотора и возвращает частями; комиссия таксопарку
100000008362646100,c2_cm_dias,peripheral,legit,одноклассник,занял у Серика на аренду и вернул; взнос на встречу
100000007470722100,c2_cm_timur,consolidator,legit,одноклассник-организатор,собрал с одноклассников на встречу выпускников и оплатил кафе (легальный двойник сборщика)
100000000953323100,c2_bakyt_helper,peripheral,legit,продавец на точке,наёмный продавец на легальной точке Серика
100000006861923100,c2_cm_erzhan,peripheral,legit,одноклассник,Серик вернул ему старый долг; взнос на встречу
100000005335342100,ext_gulzhan_a,undeclared,undeclared,,
100000003767605100,ext_arman_s,undeclared,undeclared,,
100000000830588100,ext_saltanat_b,undeclared,undeclared,,
100000001953110100,ext_pavel_n,undeclared,undeclared,,
100000008236916100,ext_akerke_t,undeclared,undeclared,,
100000007810975100,ext_nurlan_zh,undeclared,undeclared,,
100000007994183100,ext_yana_k,undeclared,undeclared,,
100000007389677100,ext_askhat_m,undeclared,undeclared,,
100000000236842100,ext_dariga_s,undeclared,undeclared,,
100000003226578100,c4_trader2_elena,peripheral,legit,жена трейдера,получает от мужа на хозяйство; иногда возвращает
100000001805098100,ext_roman_b,undeclared,undeclared,,
100000006434420100,ext_aizere_n,undeclared,undeclared,,
100000007706118100,ext_bolat_zh,undeclared,undeclared,,
100000004733054100,ext_ekaterina_v,undeclared,undeclared,,
100000006730799100,ext_yersultan_k,undeclared,undeclared,,
100000008347321100,ext_kamila_r,undeclared,undeclared,,
100000002231849100,ext_miras_t,undeclared,undeclared,,
100000008788396100,ext_zhuldyz_a,undeclared,undeclared,,
100000002834205100,ext_dmitriy_s,undeclared,undeclared,,
100000005512688100,ext_aigerim_b,undeclared,undeclared,,
100000006779919100,ext_temirlan_o,undeclared,undeclared,,
100000005494968100,ext_inkar_m,undeclared,undeclared,,
100000005386540100,ext_vladislav_k,undeclared,undeclared,,
100000008837664100,ext_assel_zh,undeclared,undeclared,,
100000000158583100,ext_nurzhan_b,undeclared,undeclared,,
100000002364157100,ext_madina_k,undeclared,undeclared,,
100000000608525100,ext_ilya_t,undeclared,undeclared,,
100000008110961100,ext_togzhan_s,undeclared,undeclared,,
100000000536526100,ext_alibek_n,undeclared,undeclared,,
100000008014355100,ext_anastasiya_p,undeclared,undeclared,,
100000002439316100,ext_zhasulan_t,undeclared,undeclared,,
100000006637135100,ext_laura_m,undeclared,undeclared,,
100000003721921100,ext_beibit_a,undeclared,undeclared,,
100000002444060100,ext_aida_s,undeclared,undeclared,,
100000007706736100,ext_denis_zh,undeclared,undeclared,,
100000003433126100,ext_sabina_k,undeclared,undeclared,,
100000001155353100,ext_ayan_b,undeclared,undeclared,,
100000003510151100,ext_symbat_o,undeclared,undeclared,,
100000006126642100,ext_artem_l,undeclared,undeclared,,
100000000836057100,ext_aliya_t,undeclared,undeclared,,
100000008827709100,c4_client_temirlan,peripheral,legit,студент,мелкие покупки USDT на деньги от отца
100000002233089100,ext_yerzhan_s,undeclared,undeclared,,
100000002163185100,ext_balnur_m,undeclared,undeclared,,
100000005280840100,ext_konstantin_d,undeclared,undeclared,,
100000008662183100,ext_diana_zh,undeclared,undeclared,,
100000004258831100,ext_sanzhar_a,undeclared,undeclared,,
100000008475938100,ext_aisulu_k,undeclared,undeclared,,
100000001278084100,ext_evgeniy_r,undeclared,undeclared,,
100000004993291100,ext_zhanerke_b,undeclared,undeclared,,
100000001079496100,ext_abylay_t,undeclared,undeclared,,
100000004294335100,ext_nargiz_s,undeclared,undeclared,,
100000005140456100,ext_oleg_m,undeclared,undeclared,,
100000002503349100,ext_kundyz_a,undeclared,undeclared,,
100000003758167100,ext_rustem_n,undeclared,undeclared,,
100000006512080100,ext_ulbolsyn_zh,undeclared,undeclared,,
100000001127306100,ext_nikita_s,undeclared,undeclared,,
100000000575430100,ext_dinara_b,undeclared,undeclared,,
100000006043599100,ext_azamat_k,undeclared,undeclared,,
100000005298347100,ext_perizat_o,undeclared,undeclared,,
100000005165700100,ext_gleb_a,undeclared,undeclared,,
100000006063503100,ext_raushan_t,undeclared,undeclared,,
100000004036246100,ext_adilet_m,undeclared,undeclared,,
100000005741256100,ext_elmira_s,undeclared,undeclared,,
100000002435142100,ext_valeriy_zh,undeclared,undeclared,,
100000007321064100,c2_neighbor_maira,peripheral,legit,соседка-торговка,овощная точка на рынке; покупает у Серика; мелкие займы с Айгуль и Бибигуль
100000006498904100,c2_dinara_yerbol_wife,peripheral,legit,жена брата курьера,хозяйство
100000001581659100,h_tutor_math_bauyrzhan,peripheral,legit,репетитор математики,учебный центр
100000008159299100,h_tutor_eng_aruzhan,peripheral,legit,репетитор английского,учебный центр
100000002615671100,h_tutor_ent_nazerke,peripheral,legit,репетитор ЕНТ,учебный центр
100000006547450100,h_tutor_kaz_gulnaz,peripheral,legit,репетитор казахского,учебный центр
100000004032927100,h_owner_asem,peripheral,legit,владелица учебного центра,личная карта
100000004656346100,c3_drop_ilya,transit,criminal,дроп (безработный),второй слой; иногда отдаёт сразу сборщику
100000003105346100,c3_drop_ersultan,transit,criminal,дроп (студент),третий слой; через него идут крупные суммы
100000000284483100,c3_starosta_madina,consolidator,legit,староста группы,собирает с одногруппников на курс и оплачивает учебный центр
100000005492302100,c3_podruga_aruzhan,peripheral,legit,подруга дропа,мелкие расходы
100000001067597100,c3_drop_tomiris,transit,criminal,дроп (студентка),второй слой транзита
100000001619773100,c3_drop_saule,transit,criminal,дроп (безработная мать),третий слой; платит аренду квартиры
100000002583013100,c3_drug_beka,peripheral,legit,друг дропа (таксист),занял и вернул
100000005817944100,c3_papa_beka,peripheral,legit,отец дропа,даёт карманные и платит за машину
100000007741767100,c3_hozyaika_raushan,consolidator,legit,хозяйка квартиры,сдаёт комнаты четырём студенткам и собирает аренду; платит коммуналку и помогает сыну
100000005805515100,c3_apa_nazerke,peripheral,legit,бабушка дропа,делится пенсией с внучкой
100000001199918100,c3_zhena_samat,peripheral,legit,жена дропа,бытовые траты
100000004474179100,c3_ip_zhanar_dostavka,distributor,legit,ИП доставка еды,получает выручку агрегатора и платит курьерам еженедельно веером; курьеры сдают наложенный платёж
100000001603268100,c3_drop_gulnaz,transit,criminal,дроп (безработная),третий слой; сливает на обоих сборщиков
100000000619995100,c3_mama_dana,peripheral,legit,мать дропа,содержит двух дочерей
100000008009888100,c3_boss_kairat,coordinator,criminal,организатор,получает со сборщиков; платит кассе и вербовщику; выводит через P2P и межбанк; покупает машину и мебель
100000001335777100,c3_bolat_depozit,terminal,criminal,депозит сборщика,накопительный счёт сборщика; исходящих нет
100000002046238100,c3_zhena_bolat,peripheral,legit,жена сборщика,тратит то что даёт муж: мебель и салон
100000001767387100,h_driver_asylbek,peripheral,legit,водитель такси,получает выручку от парка; платит аренду машины
100000008347541100,h_driver_nurken,peripheral,legit,водитель такси,получает выручку от парка
100000001295588100,h_driver_yevgeniy,peripheral,legit,водитель такси,получает выручку от парка
100000007101717100,h_driver_rauan,peripheral,legit,водитель такси,получает выручку; жена ведёт семейный бюджет
100000007572166100,h_driver_bakhyt,peripheral,legit,водитель такси,получает выручку от парка
100000006337034100,h_driver_zhomart,peripheral,legit,водитель такси,получает выручку от парка
100000006206822100,h_driver_islam,peripheral,legit,водитель такси,получает выручку; снимает квартиру у Бахытжан-ага
100000004481830100,h_driver_saken,peripheral,legit,водитель такси,получает выручку от парка
100000005266189100,h_driver_andrey,peripheral,legit,водитель такси,получает выручку от парка
100000000997352100,h_driver_meirambek,peripheral,legit,водитель такси,получает выручку от парка
100000008208947100,h_driver_aibek,peripheral,legit,водитель такси,новенький; выплат мало
100000006961648100,h_dispatcher_oksana,peripheral,legit,диспетчер таксопарка,зарплата от парка
100000000741099100,h_owner_daulet,terminal,legit,владелец таксопарка,прибыль парка; сын покупает машину
100000006057253100,c3_sestra_arman,peripheral,legit,сестра закладчика,учёба
100000003576799100,c3_mama_zhanibek,peripheral,legit,мать дропа,содержит сына
100000000598090100,h_seller_aigerim,peripheral,legit,продавщица,зарплата в магазине 1; помогает маме
100000004651689100,h_seller_dana,peripheral,legit,продавщица,зарплата в магазине 1
100000007516543100,h_owner_gulnara,terminal,legit,владелица магазина,выводит прибыль магазина на личную карту и содержит дочь-студентку
100000000871830100,c3_sbor_kamila,consolidator,criminal,второй сборщик (девушка босса),собирает с части третьего слоя и переводит боссу и P2P-трейдеру
100000007718064100,c3_drop_vlad,transit,criminal,дроп (студент),третий слой; отдаёт сборщикам или на четвёртый слой
100000003721938100,c3_sestra_moldir,peripheral,legit,сестра дропа,одалживает и получает обратно
100000002768335100,c3_drug_kanat,peripheral,legit,друг дропа,мелкие траты
100000001499923100,c3_mama_askhat,peripheral,legit,мать дропа,бытовые траты
100000008273518100,c4_drop_dauren,transit,criminal,дроп,получает от южного координатора и за 1 день переводит в P2P-обменник сети
100000003948796100,c4_dealer_marat,consolidator,criminal,мелкооптовый дилер,собирает выручку от южного оператора; сдаёт южному координатору; часть меняет в USDT
100000002052794100,c4_mechanic_helper_erzhan,peripheral,legit,работник СТО,получает зарплату от автомеханика
100000003267148100,c4_dealer_zhanat,consolidator,criminal,мелкооптовый дилер,собирает оплату от операторов телеграм-магазина и покупателей; сдаёт северному координатору
100000004835595100,c4_ruslan_wife_kamila,peripheral,legit,жена координатора,домохозяйка; тратит деньги мужа на быт и мебель; не в курсе
100000003260900100,c4_drop_aigerim,transit,criminal,дроп-студентка,получает от северного координатора и на следующий день переводит оптовику за вычетом комиссии
100000006206034100,ext_azs_helios_card,undeclared,undeclared,,
100000004567434100,ext_driver_zhomart,undeclared,undeclared,,
100000004147405100,ext_driver_vasiliy,undeclared,undeclared,,
100000006959318100,c5_kur_adil,peripheral,criminal,курьер,получает от агентства; покупки и USDT
100000008736978100,c5_kur_zhandos,peripheral,criminal,курьер,получает от агентства; одалживает другу-курьеру Ринату
100000006667872100,c5_kur_maksat,peripheral,criminal,курьер,получает от агентства; мать и новый телефон
100000000256289100,c5_kur_askar,peripheral,criminal,курьер,получает от агентства; сдаёт выручку в кассу; задаток за авто
100000008746818100,c5_kur_azamat,peripheral,criminal,курьер,получает от агентства; мать
100000000797319100,c5_kur_sultan,peripheral,criminal,курьер,получает от агентства крупнее других; аренда и жена
100000008968142100,c5_zak_aruzhan,peripheral,criminal,закладчица,получает от агентства; аренда и мать
100000008745360100,c5_kur_vadim,peripheral,criminal,курьер,получает от агентства; вернул излишек; девушка и USDT
100000002861441100,c5_fict_bakhyt,transit,criminal,мёртвая душа,фиктивная зарплата уходит P2P-трейдеру в USDT
100000007234551100,c5_fict_serik,transit,criminal,мёртвая душа,фиктивная зарплата уходит P2P-трейдеру в USDT
100000007769978100,c5_kur_rinat,peripheral,criminal,курьер,получает от агентства; возвращает долг Жандосу
100000007032902100,c5_kur_timur,peripheral,criminal,курьер,получает от агентства; спортзал и USDT
100000008881433100,c5_kur_alisher,peripheral,criminal,курьер,получает от агентства; мать
100000007695850100,c5_zak_tomiris,peripheral,criminal,закладчица,получает от агентства; передаёт подруге-закладчице Зарине
100000003067170100,c5_kur_kirill,peripheral,criminal,курьер,получает от агентства и от Дениса; аренда
100000003069511100,c5_nominee_bolat,peripheral,criminal,подставной директор,номинальный директор агентства; получает фиксированные 70 тыс в месяц дважды
100000008898371100,c5_fict_zhanar,transit,criminal,мёртвая душа,фиктивная зарплата пересылается жене организатора
100000007167694100,c5_fict_student_abylai,transit,criminal,студент-дроп,продал карту; фиктивная зарплата уходит жене организатора
100000001652583100,c5_kur_bauyrzhan,peripheral,criminal,курьер,получает от агентства; семья и запчасти
100000008734340100,c5_kur_erasyl,peripheral,criminal,курьер,получает от агентства; ломбард и друг-курьер
100000006351030100,c5_zak_dilnaz,peripheral,criminal,закладчица,получает от агентства; сдаёт выручку в кассу
100000008258097100,c5_kur_artem,peripheral,criminal,курьер,получает от агентства; мелкие покупки
100000008274422100,c5_fict_oksana,transit,criminal,мёртвая душа,фиктивная зарплата пересылается жене организатора
100000004374933100,c5_fict_yerbol,transit,criminal,мёртвая душа,фиктивная зарплата пересылается организатору и его жене
100000008217637100,c5_legal_office_mgr_aliya,peripheral,legit,офис-менеджер,реальный сотрудник агентства (прикрытие); сын и ипотека
100000005897455100,c5_legal_cleaner_raisa,peripheral,legit,уборщица,реальный сотрудник агентства; аптека и дочь
100000004504063100,c5_legal_driver_sergey,peripheral,legit,водитель,реальный сотрудник агентства; жена и запчасти
100000008494774100,c5_legal_hr_dana,peripheral,legit,HR-менеджер,реальный сотрудник агентства; переводит мужу на его ИП
100000003737756100,c5_legal_accountant_elmira,peripheral,legit,бухгалтер,реальный сотрудник агентства по белой части; мать и мебель
100000008928288100,c5_legal_recruiter_kanat,peripheral,legit,рекрутер,реальный сотрудник агентства; оклад и бонус за найм
100000001265508100,c5_legal_security_valery,peripheral,legit,охранник,реальный сотрудник агентства; сын и аптека
100000008766119100,c5_kur_beibit,peripheral,criminal,курьер,получает от агентства; мать
100000002435832100,c5_kur_ilyas,peripheral,criminal,курьер,получает от агентства; отдаёт долг другу
100000005899538100,c5_kur_denis,peripheral,criminal,курьер,получает от агентства; передаёт другу-курьеру Кириллу
100000003421914100,c5_fict_gulnar_pens,transit,criminal,мёртвая душа (пенсионерка),фиктивная зарплата от агентства за 1 день уходит жене организатора
100000008649782100,c5_fict_asel,transit,criminal,мёртвая душа,фиктивная зарплата пересылается организатору
100000003300046100,c5_fict_kuanysh,transit,criminal,мёртвая душа,фиктивная зарплата пересылается организатору
100000003553401100,c5_fict_meruert,transit,criminal,мёртвая душа,фиктивная зарплата пересылается жене организатора
100000007532593100,c5_fict_lyazzat,transit,criminal,мёртвая душа,фиктивная зарплата пересылается жене организатора
100000007024726100,c5_kur_nurbol,peripheral,criminal,курьер,получает от агентства; аренда и сестра
100000000485626100,c5_zak_zarina,peripheral,criminal,закладчица,получает от агентства и от Томирис; мать
100000002924075100,c5_kur_novice_dima,peripheral,criminal,курьер-новичок,две выплаты от агентства
100000001459258100,c5_legal_loader_ruslanbek,peripheral,legit,грузчик,реальный работник по договору; семья в другом банке
100000008013566100,c5_legal_loader_zhaksylyk,peripheral,legit,грузчик,реальный работник по договору; аренда
100000008694898100,c5_fict_rauan,transit,criminal,мёртвая душа,крупная фиктивная зарплата пересылается организатору
100000003873668100,c5_fict_gaukhar,transit,criminal,мёртвая душа,фиктивная зарплата пересылается организатору
100000000374191100,c5_kur_dinmukhamed,peripheral,criminal,курьер,получает от агентства; мать
100000000825869100,c5_kur_samat,peripheral,criminal,курьер,получает от агентства; жена и запчасти
100000005792136100,c5_fict_student_dana,transit,criminal,студентка-дроп,фиктивная зарплата возвращается в кассу (цикл)
100000006766341100,c5_kur_novice_aibek,peripheral,criminal,курьер-новичок,испытательный срок; мелкие выплаты от агентства
100000004523711100,c5_kur_novice_zhasulan,peripheral,criminal,курьер-новичок,разовая выплата от агентства; отправляет матери в другой банк
100000002098480100,c5_kur_novice_ernur,peripheral,criminal,курьер-новичок,испытательный срок; две выплаты от агентства
100000005888995100,c5_kur_novice_bota,peripheral,criminal,курьер-новичок,разовая выплата от агентства
100000006419812100,c5_kur_novice_amir,peripheral,criminal,курьер-новичок,разовая выплата в конце месяца
100000004768516100,c5_mom_yerlan,peripheral,legit,мать,получает от сына
100000008404582100,h_ll2_wife_kamshat,peripheral,legit,жена Алмаса,семейные траты
100000007898984100,c5_buh_saule,transit,criminal,бухгалтер-дроп,получает от кассы и за 0-1 день перегоняет на счёт агентства оставляя около 1.5 процента
100000002850332100,c5_boss_ermek,coordinator,criminal,организатор ячейки,получает от кассы и от фиктивных сотрудников; докидывает агентству и премирует старшего; тратит на авто и той
100000001871187100,c5_gf_olzhas,peripheral,legit,девушка курьера,покупки на рынке
100000007162159100,h_supplier_pharma,terminal,legit,фармдистрибьютор,поставки аптеке
100000005759877100,h_pharmacist_gulmira,peripheral,legit,фармацевт,аптека Раушан
100000003459261100,h_pharmacist_timofey,peripheral,legit,фармацевт,аптека Раушан
100000006546097100,h_owner_raushan,terminal,legit,владелица аптеки,личная карта
100000007981409100,c5_kur_nurlybek,peripheral,criminal,курьер,получает от старшего курьера Марата; мать
100000004558693100,c5_wife_marat,peripheral,criminal,жена старшего курьера,получает часть денег мужа; быт и мебель
100000001674593100,c6_erlan_girl_diana,peripheral,legit,девушка транзитёра,подарки от парня
100000005463655100,c6_cr_kurator,coordinator,criminal,куратор,получает от сборщика и транзитёра; платит зарплаты Руслану Ерлану и курьеру; выводит бенефициару и в USDT
100000003311327100,c6_supp_meat_kairbek,peripheral,legit,поставщик мяса,еженедельная оплата от кафе; платит фермеру и помощнику
100000002233597100,c6_supp_veg_farida,peripheral,legit,поставщица овощей,еженедельная оплата от кафе
100000003189562100,c6_cafe_owner_serik,peripheral,legit,владелец кафе,снимает выручку еженедельно; докладывает в кафе; купил б/у машину для доставки
100000005056992100,c6_cafe_cook_roza,peripheral,legit,повар кафе,зарплата дважды в месяц; аренда
100000005618886100,c6_cafe_waiter_aibek,peripheral,legit,официант кафе,зарплата дважды в месяц
100000004708204100,c6_cafe_waitress_moldir,peripheral,legit,официантка кафе,зарплата дважды в месяц
100000008937567100,c6_cafe_dish_zina,peripheral,legit,посудомойка кафе,зарплата дважды в месяц; помогает дочери
100000005969964100,c6_fam_saltanat,peripheral,legit,жена Ержана,хозяйство взнос на той
100000003822717100,c6_fam_erzhan,peripheral,legit,отец Даны,сын бабушки; содержит дочь-студентку; займы с братом туда-обратно
100000006531423100,c6_ruslan_mama,peripheral,legit,мать транзитёра,получает деньги от сына
100000007330610100,c6_timur_sister_malika,peripheral,legit,сестра грузчика,получила деньги от мамы
100000004096705100,c6_wrk_rustam,peripheral,legit,рабочий бригады,зарплата по пятницам; аренда
100000003665449100,c6_wrk_ermek,peripheral,legit,рабочий бригады,зарплата раз в неделю; отдаёт жене
100000000672931100,c6_wrk_zhandos,peripheral,legit,рабочий бригады,зарплата; аренда; займ коллеге
100000005032087100,c6_wrk_beibit,peripheral,legit,рабочий бригады,зарплата раз в неделю
100000001956589100,c6_wrk_samat,peripheral,legit,рабочий бригады,зарплата; жене; выкупил золото из ломбарда
100000003152996100,c6_wrk_oleg,peripheral,legit,сварщик бригады,зарплата раз в неделю; жене
100000000688916100,c6_wrk_sergey,peripheral,legit,рабочий бригады,зарплата; аренда; алименты
100000006554261100,c6_wrk_akmal,transit,legit,рабочий-мигрант,собирает доли аренды с соседей по комнате и платит хозяину — легальный пропускной счёт; отправляет семье
100000004153685100,c6_wrk_farrukh,peripheral,legit,рабочий-мигрант,зарплата; доля аренды Акмалю; отправляет семье
100000002507382100,c6_wrk_dilshod,peripheral,legit,рабочий-мигрант,зарплата; доля аренды Акмалю; отправляет семье
100000006569602100,c6_wrk_gani,peripheral,legit,рабочий бригады,зарплата; обеды в кафе; жене
100000002244533100,c6_wrk_azamat,peripheral,legit,рабочий бригады,уволился в середине июля; аренда
100000002158103100,c6_wrk_kuanysh,peripheral,legit,рабочий бригады,зарплата; жене
