gid,handle,functional_role,involvement,archetype,note
100000004374933100,p03946,peripheral,legit,родня,родственник p08574: переводы туда-обратно
100000001459046100,p09354,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000008348753100,p06658,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000002716205100,shop_82,consolidator,legit,аптека,принимает оплату от покупателей района
100000000437389100,p06669,consolidator,legit,организатор тоя,собирает складчину и платит тойхане
100000004907978100,p03479,consolidator,legit,организатор тоя,собирает складчину и платит тойхане
100000007598557100,p07729,peripheral,legit,арендодатель,сдаёт 2 квартир(ы)
100000001541067100,p02674,peripheral,criminal,закладчик,ячейка 2: делает клады и получает оплату
100000000321805100,p08671,peripheral,legit,таксист,арендует авто в taxi_1
100000006251700100,p04005,peripheral,legit,арендодатель,сдаёт 2 квартир(ы)
100000004685027100,p05455,peripheral,legit,владелец бизнеса,владелец shop_9
100000002161396100,p07853,peripheral,legit,продавец,работает в shop_9
100000005780740100,p07886,peripheral,legit,продавец,работает в shop_9
100000008863352100,p03802,peripheral,legit,продавец,работает в shop_9
100000008501605100,p04874,peripheral,criminal,закладчик,ячейка 2: делает клады и получает оплату
100000002446537100,p04902,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000008215672100,p08924,consolidator,legit,арендодатель,сдаёт 5 квартир(ы)
100000008338194100,p02624,consolidator,criminal,сборщик,ячейка 5: собирает выручку с 3 карт
100000000871830100,p04062,consolidator,criminal,сборщик,ячейка 5: собирает выручку с 3 карт
100000005665436100,shop_74,consolidator,legit,донерная,принимает оплату от покупателей района
100000000145446100,p03723,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000005333524100,shop_20,consolidator,legit,кафе,принимает оплату от покупателей района
100000004969253100,p08013,peripheral,legit,родня,родственник p06959: переводы туда-обратно
100000001104224100,p08463,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000002225189100,p08490,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000005352757100,p07297,peripheral,legit,арендодатель,сдаёт 1 квартир(ы)
100000002991810100,p03110,peripheral,legit,продавец,работает в shop_24
100000007981409100,p00172,peripheral,legit,арендодатель,сдаёт 2 квартир(ы)
100000000725168100,p08077,peripheral,legit,родня,родственник p08075: переводы туда-обратно
100000008061548100,p08173,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000000015338100,p07993,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000001805098100,p08020,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000007442737100,p08016,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000000034619100,p08017,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000008384806100,shop_21,consolidator,legit,донерная,принимает оплату от покупателей района
100000008214540100,p05228,consolidator,legit,организатор тоя,собирает складчину и платит тойхане
100000002602906100,p08958,peripheral,legit,продавец,работает в shop_14
100000006002641100,p04442,peripheral,legit,продавец,работает в shop_14
100000005171948100,p02981,peripheral,legit,продавец,работает в shop_23
100000008288074100,p07602,peripheral,legit,арендодатель,сдаёт 3 квартир(ы)
100000000311482100,p04286,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000005900768100,p03302,peripheral,legit,арендодатель,сдаёт 3 квартир(ы)
100000004237473100,p02595,peripheral,legit,арендодатель,сдаёт 2 квартир(ы)
100000001669994100,p07206,peripheral,legit,продавец,работает в shop_52
100000004371031100,p02094,peripheral,legit,продавец,работает в shop_52
100000008623266100,pawn_0,distributor,legit,ломбард,выдаёт займы под залог и принимает выкуп
100000004119367100,p00693,consolidator,legit,организатор тоя,собирает складчину и платит тойхане
100000006164271100,p06367,peripheral,legit,арендодатель,сдаёт 2 квартир(ы)
100000005299537100,p05354,peripheral,legit,рабочий,зарплата от emp_3
100000008643776100,p05527,peripheral,legit,родня,родственник p05529: переводы туда-обратно
100000004417363100,p05403,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000005313745100,p05404,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000003463562100,p01193,peripheral,legit,арендодатель,сдаёт 3 квартир(ы)
100000003781490100,shop_54,consolidator,legit,донерная,принимает оплату от покупателей района
100000000302825100,p03651,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000001806661100,p01080,consolidator,legit,арендодатель,сдаёт 5 квартир(ы)
100000004225502100,p05519,peripheral,legit,владелец бизнеса,владелец shop_29
100000004085442100,p02796,peripheral,legit,продавец,работает в shop_29
100000004706057100,p05631,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000000765297100,p05564,peripheral,legit,родня,родственник p05567: переводы туда-обратно
100000006348059100,p04654,coordinator,criminal,координатор ячейки,ячейка 6: собирает со сборщиков и платит курьерам и выше
100000002656683100,p04996,peripheral,legit,арендодатель,сдаёт 3 квартир(ы)
100000003261105100,p09193,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000008014666100,p08346,peripheral,legit,владелец бизнеса,владелец shop_78
100000005817675100,p06340,peripheral,legit,продавец,работает в shop_78
100000000227440100,p03981,peripheral,legit,продавец,работает в shop_78
100000008365458100,p08071,peripheral,legit,рабочий,зарплата от emp_10
100000006681261100,p01217,consolidator,legit,арендодатель,сдаёт 10 квартир(ы)
100000004719830100,p06117,peripheral,legit,родня,родственник p06121: переводы туда-обратно
100000007849416100,p04233,peripheral,legit,рабочий,зарплата от emp_12
100000007110769100,p07429,consolidator,legit,арендодатель,сдаёт 4 квартир(ы)
100000007213306100,p00732,peripheral,legit,продавец,работает в shop_30
100000006930414100,p07562,peripheral,legit,продавец,работает в shop_30
100000001258995100,p01529,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000007328600100,p09304,peripheral,legit,арендодатель,сдаёт 3 квартир(ы)
100000004926044100,p01268,consolidator,legit,организатор тоя,собирает складчину и платит тойхане
100000004525454100,p01553,peripheral,legit,родня,родственник p01555: переводы туда-обратно
100000003756889100,p01637,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000006368123100,p01627,peripheral,legit,родня,родственник p01625: переводы туда-обратно
100000007349468100,p02369,consolidator,legit,арендодатель,сдаёт 6 квартир(ы)
100000004255980100,p03929,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000008406539100,p01601,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000007981062100,p04006,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000004319587100,p06624,consolidator,legit,арендодатель,сдаёт 5 квартир(ы)
100000005719315100,p08157,consolidator,legit,организатор тоя,собирает складчину и платит тойхане
100000003623807100,p07975,peripheral,legit,арендодатель,сдаёт 3 квартир(ы)
100000003304077100,p07972,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000004232238100,p08122,peripheral,legit,родня,родственник p08124: переводы туда-обратно
100000000331667100,p08062,consolidator,legit,арендодатель,сдаёт 9 квартир(ы)
100000006357912100,p00174,peripheral,legit,арендодатель,сдаёт 2 квартир(ы)
100000008543592100,p00921,peripheral,legit,родня,родственник p00919: переводы туда-обратно
100000005309156100,p03958,transit,criminal,P2P-трейдер,меняет тенге на крипту; клиенты смешанные включая сборщиков
100000000773813100,p00348,peripheral,legit,родня,родственник p00919: переводы туда-обратно
100000008217179100,p03843,peripheral,legit,владелец бизнеса,владелец shop_18
100000003255125100,p06232,peripheral,legit,продавец,работает в shop_18
100000001044152100,p05011,peripheral,legit,продавец,работает в shop_18
100000001961433100,p08524,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000008002526100,p04096,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000008420474100,taxi_0,coordinator,legit,таксопарк,берёт аренду машин у водителей и платит им выручку
100000003707206100,p07557,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000005332290100,shop_75,consolidator,legit,аптека,принимает оплату от покупателей района
100000003866258100,p01304,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000005286159100,p00352,peripheral,legit,арендодатель,сдаёт 1 квартир(ы)
100000000830588100,p06054,peripheral,legit,продавец,работает в shop_41
100000000083001100,p01192,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000003481976100,p01220,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000004605116100,p01223,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000003547839100,p01206,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000008298858100,p02765,consolidator,legit,арендодатель,сдаёт 8 квартир(ы)
100000002516005100,p07047,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000007513495100,p06817,peripheral,legit,продавец,работает в shop_55
100000000441676100,p01868,peripheral,legit,продавец,работает в shop_55
100000007613015100,p00224,peripheral,legit,продавец,работает в shop_55
100000003835989100,p07553,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000001068105100,p04785,peripheral,legit,арендодатель,сдаёт 2 квартир(ы)
100000008721374100,p07535,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000005492302100,p07640,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000006547450100,p06226,consolidator,criminal,сборщик,ячейка 7: собирает выручку с 3 карт
100000007156551100,p04506,consolidator,criminal,сборщик,ячейка 7: собирает выручку с 3 карт
100000001701508100,p05204,peripheral,legit,родня,родственник p05205: переводы туда-обратно
100000006142060100,p03535,peripheral,legit,клиент P2P,покупает/продаёт крипту у p00983
100000000614442100,p03586,consolidator,legit,организатор тоя,собирает складчину и платит тойхане
100000004538459100,p01280,peripheral,legit,родня,родственник p01281: переводы туда-обратно
100000008854217100,p00175,distributor,legit,бригадир,получает за объект и раздаёт бригаде
100000007098066100,p03327,peripheral,criminal,закладчик,ячейка 1: делает клады и получает оплату
100000008607448100,p03305,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000008347321100,p03655,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000007378985100,p03549,peripheral,legit,арендодатель,сдаёт 2 квартир(ы)
100000006752102100,shop_71,consolidator,legit,магазин,принимает оплату от покупателей района
100000000651963100,p08127,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000000980934100,p05835,peripheral,legit,владелец бизнеса,владелец shop_0
100000001220623100,p04076,peripheral,legit,продавец,работает в shop_0
100000007125433100,p02300,peripheral,legit,продавец,работает в shop_0
100000006701982100,p00439,peripheral,legit,арендодатель,сдаёт 2 квартир(ы)
100000004894513100,p07420,peripheral,legit,продавец,работает в shop_36
100000008157058100,p09118,peripheral,legit,продавец,работает в shop_36
100000004708204100,p04221,peripheral,legit,владелец бизнеса,владелец shop_36
100000002631032100,p09308,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000001283843100,p02093,peripheral,legit,арендодатель,сдаёт 1 квартир(ы)
100000003542079100,p03839,peripheral,legit,владелец бизнеса,владелец shop_33
100000002297934100,p02355,peripheral,legit,продавец,работает в shop_33
100000006848327100,p06686,peripheral,legit,продавец,работает в shop_33
100000003302029100,p08341,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000004639558100,p00551,peripheral,legit,продавец,работает в shop_1
100000004039934100,p04658,peripheral,legit,продавец,работает в shop_1
100000001952923100,p08701,peripheral,legit,владелец бизнеса,владелец shop_1
100000000499677100,p03142,peripheral,legit,продавец,работает в shop_1
100000000711539100,p03183,peripheral,legit,таксист,арендует авто в taxi_1
100000002703143100,p03584,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000006442365100,p03587,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000006185108100,p00944,peripheral,legit,продавец,работает в shop_35
100000003087247100,p07619,peripheral,legit,продавец,работает в shop_35
100000002519491100,p00932,peripheral,legit,продавец,работает в shop_35
100000000119177100,p00885,consolidator,legit,организатор тоя,собирает складчину и платит тойхане
100000005946657100,p00843,peripheral,legit,рабочий,зарплата от emp_9
100000000687744100,p04691,peripheral,legit,арендодатель,сдаёт 3 квартир(ы)
100000006446101100,p00914,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000008768614100,p03558,consolidator,legit,арендодатель,сдаёт 12 квартир(ы)
100000007595943100,p01597,peripheral,legit,владелец бизнеса,владелец shop_60
100000004659117100,p07399,peripheral,legit,продавец,работает в shop_49
100000008772251100,p08910,peripheral,legit,продавец,работает в shop_50
100000002433781100,p01148,peripheral,legit,арендодатель,сдаёт 1 квартир(ы)
100000001566982100,p06496,consolidator,legit,организатор тоя,собирает складчину и платит тойхане
100000007501396100,p02228,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000000065529100,p01872,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000006628742100,p04998,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000003977814100,p08350,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000000228104100,p01813,peripheral,legit,рабочий,зарплата от emp_6
100000000311662100,p01831,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000004703920100,p09310,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000001499923100,p07469,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000003864516100,p01495,peripheral,legit,владелец бизнеса,владелец shop_3
100000003209596100,p01063,peripheral,legit,продавец,работает в shop_3
100000003827836100,p04728,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000008382364100,p04729,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000002703855100,p04673,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000004371447100,p01877,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000007032908100,p04772,peripheral,legit,арендодатель,сдаёт 3 квартир(ы)
100000004708882100,shop_66,consolidator,legit,донерная,принимает оплату от покупателей района
100000004709231100,p04661,peripheral,legit,родня,родственник p04664: переводы туда-обратно
100000000027237100,p04659,peripheral,legit,родня,родственник p04664: переводы туда-обратно
100000004263126100,p00647,consolidator,legit,арендодатель,сдаёт 4 квартир(ы)
100000005429707100,p06681,peripheral,legit,арендодатель,сдаёт 1 квартир(ы)
100000000941850100,p03754,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000008906099100,p06796,peripheral,legit,арендодатель,сдаёт 1 квартир(ы)
100000001347388100,p03667,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000000897506100,p03690,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000002298909100,p03772,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000007952093100,p00384,peripheral,legit,арендодатель,сдаёт 1 квартир(ы)
100000008786442100,p00469,peripheral,legit,продавец,работает в shop_70
100000008173023100,p00285,peripheral,legit,продавец,работает в shop_70
100000007089108100,p00858,peripheral,legit,продавец,работает в shop_70
100000005032087100,p04449,peripheral,legit,продавец,работает в shop_70
100000003848348100,p01356,peripheral,legit,рабочий,зарплата от emp_8
100000004513432100,p08452,peripheral,legit,арендодатель,сдаёт 2 квартир(ы)
100000000232027100,p07989,peripheral,legit,рабочий,зарплата от emp_8
100000005238414100,p06927,peripheral,legit,рабочий,зарплата от emp_8
100000005348341100,p07129,peripheral,legit,рабочий,зарплата от emp_8
100000001631221100,p01260,peripheral,legit,рабочий,зарплата от emp_8
100000007606358100,p05197,peripheral,legit,рабочий,зарплата от emp_8
100000006101135100,p05610,peripheral,legit,рабочий,зарплата от emp_8
100000002382704100,p00839,peripheral,legit,рабочий,зарплата от emp_8
100000005018666100,p06551,peripheral,legit,рабочий,зарплата от emp_8
100000001423985100,p00892,peripheral,legit,рабочий,зарплата от emp_8
100000008828158100,p05888,peripheral,legit,владелец бизнеса,владелец shop_73
100000005314812100,p01518,consolidator,legit,арендодатель,сдаёт 5 квартир(ы)
100000000197740100,p01057,peripheral,legit,владелец бизнеса,владелец shop_6
100000002209529100,p06327,peripheral,legit,арендодатель,сдаёт 1 квартир(ы)
100000004241901100,p07512,peripheral,legit,продавец,работает в shop_6
100000007680062100,p09331,peripheral,legit,продавец,работает в shop_6
100000006099333100,p08479,peripheral,legit,продавец,работает в shop_6
100000004404725100,p01345,peripheral,legit,арендодатель,сдаёт 1 квартир(ы)
100000002864826100,p01828,peripheral,legit,владелец бизнеса,владелец shop_27
100000005801362100,p01710,peripheral,legit,продавец,работает в shop_27
100000000097539100,p05574,peripheral,legit,владелец бизнеса,владелец shop_32
100000000508606100,p08673,peripheral,legit,арендодатель,сдаёт 1 квартир(ы)
100000007438255100,p09194,peripheral,legit,продавец,работает в shop_32
100000007072068100,p06752,consolidator,legit,организатор тоя,собирает складчину и платит тойхане
100000000256289100,p08206,consolidator,legit,арендодатель,сдаёт 4 квартир(ы)
100000004205996100,p00643,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000003300046100,p06462,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000005063239100,p07628,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000002560634100,p08578,peripheral,legit,родня,родственник p08574: переводы туда-обратно
100000005616156100,p01879,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000003664836100,p00626,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000008838199100,p00104,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000000398941100,p04756,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000002628433100,p04718,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000001286057100,p08251,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000006430411100,p04308,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000006314561100,p09322,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000002011686100,p05475,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000006187309100,p03514,consolidator,legit,организатор тоя,собирает складчину и платит тойхане
100000008968569100,p02750,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000007548992100,p04621,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000000533561100,p09128,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000004487351100,p09106,peripheral,criminal,закладчик,ячейка 3: делает клады и получает оплату
100000008340902100,p09125,peripheral,legit,арендодатель,сдаёт 1 квартир(ы)
100000008358685100,p01069,peripheral,legit,родня,родственник p01067: переводы туда-обратно
100000001609229100,p06877,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000007063826100,p04153,peripheral,legit,таксист,арендует авто в taxi_0
100000004118394100,p02130,peripheral,legit,клиент P2P,покупает/продаёт крипту у p04681
100000005081849100,p00754,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000001802743100,p00846,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000002010574100,p00859,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000003570987100,p04104,peripheral,legit,арендодатель,сдаёт 3 квартир(ы)
100000005146846100,p06348,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000005386540100,p01896,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000001097425100,p03047,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000006369313100,p03721,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000004881823100,p03673,consolidator,legit,организатор тоя,собирает складчину и платит тойхане
100000005924712100,p03670,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000001239537100,p03675,peripheral,legit,арендодатель,сдаёт 1 квартир(ы)
100000001150085100,p01326,peripheral,legit,арендодатель,сдаёт 1 квартир(ы)
100000001537454100,p04262,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000001517914100,p07895,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000005211922100,p08973,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000005136867100,shop_17,consolidator,legit,магазин,принимает оплату от покупателей района
100000007005140100,p01569,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000004146445100,p01624,peripheral,legit,родня,родственник p01625: переводы туда-обратно
100000006411297100,p01547,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000001693653100,p01665,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000000742721100,p03998,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000001776269100,p01655,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000002861441100,p08529,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000006755681100,shop_63,consolidator,legit,аптека,принимает оплату от покупателей района
100000004893181100,p07451,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000001879797100,p07335,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000004672983100,p07337,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000005791428100,p07336,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000001330420100,p07278,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000003542504100,p00146,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000003630571100,p07855,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000001746935100,p07147,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000003838447100,shop_62,consolidator,legit,аптека,принимает оплату от покупателей района
100000000596781100,p08911,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000005512688100,p08860,peripheral,legit,родня,родственник p08861: переводы туда-обратно
100000001401755100,p07362,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000003131822100,p08886,peripheral,legit,арендодатель,сдаёт 2 квартир(ы)
100000005726723100,shop_84,consolidator,legit,магазин,принимает оплату от покупателей района
100000005207620100,p04657,peripheral,legit,родня,родственник p04654: переводы туда-обратно
100000005248467100,p03375,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000004786963100,p06420,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000007727333100,p07433,peripheral,legit,родня,родственник p07437: переводы туда-обратно
100000003978351100,shop_47,consolidator,legit,аптека,принимает оплату от покупателей района
100000005672655100,p07407,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000004516470100,p06930,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000007585643100,p02908,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000005081547100,p03927,consolidator,legit,арендодатель,сдаёт 8 квартир(ы)
100000003242564100,p02856,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000005589915100,p01433,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000000204925100,p00065,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000004870047100,p00134,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000006784775100,p00063,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000004828018100,p05554,peripheral,legit,арендодатель,сдаёт 2 квартир(ы)
100000004751771100,p07026,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000002038660100,p01912,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000002148981100,p08320,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000007429461100,p06995,consolidator,legit,арендодатель,сдаёт 6 квартир(ы)
100000008121102100,p04645,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000007587476100,p02560,consolidator,legit,арендодатель,сдаёт 38 квартир(ы)
100000003105218100,p07840,coordinator,criminal,координатор ячейки,ячейка 0: собирает со сборщиков и платит курьерам и выше
100000004676670100,p06318,transit,legit,P2P-трейдер,меняет тенге на крипту; клиенты смешанные
100000008014023100,p03145,peripheral,legit,продавец,работает в shop_81
100000002364157100,p05362,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000001194154100,p05419,peripheral,legit,родня,родственник p05418: переводы туда-обратно
100000001318920100,p02721,consolidator,criminal,оптовик,получает оплату за товар от нескольких ячеек
100000008925245100,p01337,terminal,criminal,бенефициар оптовика,кошелёк оптовика: наличные и авто
100000002147906100,p05529,terminal,criminal,кошелёк,"деньги оседают: наличные, авто, недвижимость"
100000008830943100,p08215,coordinator,criminal,организатор,"собирает с ячеек и раздаёт: опт, бенефициары, зарплаты"
100000005134433100,p05299,peripheral,legit,арендодатель,сдаёт 1 квартир(ы)
100000007567124100,p05488,peripheral,legit,продавец,работает в shop_15
100000003075175100,p02754,peripheral,legit,арендодатель,сдаёт 2 квартир(ы)
100000008516640100,p04130,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000004310068100,p04016,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000008468323100,p05345,peripheral,legit,родня,родственник p05348: переводы туда-обратно
100000002433282100,p03874,peripheral,legit,арендодатель,сдаёт 3 квартир(ы)
100000008968142100,p07899,peripheral,legit,владелец бизнеса,владелец shop_43
100000002427388100,p03518,peripheral,legit,продавец,работает в shop_43
100000002196999100,p08937,peripheral,legit,продавец,работает в shop_43
100000005351768100,p03733,peripheral,legit,продавец,работает в shop_43
100000006236031100,p02743,peripheral,legit,арендодатель,сдаёт 3 квартир(ы)
100000000081994100,p03961,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000003510151100,p03836,peripheral,legit,родня,родственник p03834: переводы туда-обратно
100000005215515100,p09180,distributor,criminal,распределитель-зарплатчик,ячейка 0: платит курьерам раз в неделю
100000000984123100,p03835,peripheral,legit,родня,родственник p03834: переводы туда-обратно
100000005865368100,p06365,peripheral,legit,родня,родственник p06368: переводы туда-обратно
100000008795129100,p07141,peripheral,legit,родня,родственник p06229: переводы туда-обратно
100000003047821100,p08562,peripheral,legit,родня,родственник p08558: переводы туда-обратно
100000007041575100,p07134,consolidator,legit,организатор тоя,собирает складчину и платит тойхане
100000006909313100,p04592,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000004045492100,p03804,peripheral,legit,продавец,работает в shop_10
100000004567434100,p03918,peripheral,legit,арендодатель,сдаёт 1 квартир(ы)
100000004667984100,p03417,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000005522024100,p07969,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000000800260100,p08041,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000000119197100,p04868,peripheral,legit,продавец,работает в shop_8
100000001513597100,p04545,peripheral,legit,продавец,работает в shop_8
100000000750404100,p05223,peripheral,legit,продавец,работает в shop_8
100000005391758100,shop_76,consolidator,legit,донерная,принимает оплату от покупателей района
100000001782593100,p08631,peripheral,legit,родня,родственник p08632: переводы туда-обратно
100000003788768100,p08442,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000007020562100,p04483,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
